bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
SRCC PPU 001,1.2 Incident Case Files,1.2 Dossiers des cas d'incidents,SRCC PPU 001,INRC PPU 001,"This bank describes information that is related to the administration, investigation, assessment, legal proceedings, and payment of claims submitted to the Ship Fund for damages or losses due to oil spills from ships or boats. Some information relates to measures taken for payment recovery (of the compensation paid to claimants from the Ship Fund) from the polluter, the IOPC Funds, or any other person responsible. The personal information may include names, contact information, biographical information, citizenship status, credit information, date of birth, date of death, financial information, other identification numbers (e.g., legal docket number, police incident number), signature and photographs, and personal views and opinions.","Ce fichier contient des renseignements relatifs à l'administration, aux enquêtes, aux évaluations, aux poursuites juridiques et au paiement des réclamations soumises au Fonds Navire à l'égard des dommages ou des pertes subies et des frais encourus dans le contexte de la pollution causée par des déversements d'hydrocarbures provenant de navires ou de bateaux. Il contient de l'information sur les mesures prises pour le recouvrement des montants payés (aux demandeurs indemnisés par le Fonds Navire) auprès du pollueur, des FIPOL ou de toute autre personne responsable. Les renseignements personnels peuvent comprendre les suivants : noms, coordonnées de communication, renseignements biographiques, citoyenneté, information sur la solvabilité, date de naissance, date de décès, information financière, autres numéros d'identification (p. ex., numéro de dossier juridique, numéro attribué au dossier d'incident par un service de police), signature, photographies, opinions personnelles et avis juridiques.","Persons who have submitted claims to the Ship Fund for loss, damages or costs incurred as a result of discharge of oil from a ship; shipowner; ship contact or guarantor or any other person responsible or contact thereof; any persons who have commenced legal proceedings against the suspected polluter, legal representative of individual or shipowner (e.g., lawyer, power of attorney), or witnesses.","Toute personne qui a soumis une réclamation au Fonds Navire à l'égard d'une perte, de dommages ou de frais dus au rejet d'hydrocarbures d'un navire ; un propriétaire de navire ; l'assureur d'un navire ; toute autre personne responsable ou son agent ; toute personne qui a intenté des poursuites contre un pollueur soupçonné ; le représentant juridique d'une personne ou d'un propriétaire de navire (p. ex., un avocat, un procureur) ou des témoins.",This personal information bank was updated in 2025.,Ce fichier a été mis à jour en 2025.,,,"Personal information is collected in various ways and used to process and investigate claims made regarding damages or losses due to oil spills from ships or boats, to assess compensation to claimants, and to administer cost recovery action to applicable shipowners and obtain views and opinions from counsel about potential legal action for cost recovery. This information is necessary for the Administrator to carry out his or her mandate under the *Marine Liability Act* (MLA).","Les renseignements personnels sont recueillis de diverses manières et utilisés lorsqu'il faut traiter une réclamation d'indemnisation ou enquêter sur une réclamation faite subséquemment à la pollution causée par des déversements d'hydrocarbures provenant de navires ou de bateaux, évaluer une indemnisation à payer à un demandeur, administrer une mesure de recouvrement de créance auprès d'un propriétaire de navire et solliciter des avis juridiques au sujet de la possibilité d'intenter une poursuite pour recouvrer une créance. L'administratrice du Fonds Navire a besoin de ces renseignements pour remplir son mandat en vertu de la *Loi sur la responsabilité en matière maritime* (LRMM).","In the case of legal proceedings, information will be shared between legal representatives and with the applicable municipal, provincial/territorial, federal court of law. Aggregate information is published in the Annual Report to Parliament on the operations of the Ship Fund. The aggregate information may also be used or disclosed for evaluation, research and/or statistical purposes.","Quand il s'agit d'une poursuite juridique, des renseignements seront communiqués à des représentants juridiques et à la cour municipale, provinciale/territoriale, fédérale compétente. L'information agrégée est publiée dans le rapport annuel au Parlement sur les activités du Fonds Navire. Des renseignements agrégés peuvent également être utilisés ou divulgués à des fins d'évaluation, de recherche et/ou de statistique.","Records will be retained for three years after the settlement of individual claims and the expiry of the appeal period, if any. Incident reports not resulting in a claim are kept for six years after the report is made, and general subject files are kept for five years after resolution. As per guidelines provided, some records are then transferred to Library and Archives Canada (LAC) as archival records.","Les dossiers sont conservés durant trois ans après le règlement d'une réclamation et l'expiration de la période d'appel, s'il y en a une. Les rapports d'incident qui ne donnent pas lieu à une réclamation sont conservés durant six ans suivant son rapport au Fonds Navire. Les dossiers d'intérêt général sont conservés durant cinq ans après la résolution du dossier. Selon des lignes directrices fournies par Bibliothèque et Archives Canada (BAC), certains dossiers sont transférés par la suite à BAC à des fins archivistiques.",96/022,96/022,SSOPF INC 001,CIDPHN INC 001,,,20090841,20090841
