record_number,name_en,name_fr,document_types_en,document_types_fr
CLM CLM 005,,Procès-verbal de la Commission des lieux et monuments historiques nationaux,,"Procès-verbaux de la Commission - compte rendu des délibérations de la Commission et de ses comités depuis sa création ; politiques, critères et directives opérationnelles ; documents de recherche et études - servant à faciliter les délibérations ; programmes narratifs ; rapports sur des gares ferroviaires patrimoniales, énoncés de valeur patrimoniale portant sur des gares ferroviaires patrimoniales ; inscriptions sur les plaques ; courrier associé aux demandes à l’étude ; courrier associé aux réunions de la Commission et à ses programmes et courrier général."
