bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
MGERC PPE 801,Canadian Armed Forces Member Grievance References,Renvois relatifs aux griefs des membres des Forces armées canadiennes,MGERC PPE 801,CEEGM PPE 801,"This bank contains information, forwarding comments, recommendations and decisions resulting from grievances submitted by members of the CAF and referred to the MGERC by the CDS. In addition to the requirements indicated on the Personal Information Request Form, individuals must provide their full name and service number. Individuals wishing to access only specific information should identify the material desired to expedite the processing of their requests.","Ce fichier renferme les renseignements, les commentaires, les recommandations et des décisions relatives aux griefs qui ont été soumis par les membres des FAC et acheminés au CEEGM par le CEMD. En plus des renseignements qui figurent sur la formule de demande d'accès à des renseignements personnels, les intéressés doivent fournir leur nom au complet et leur numéro matricule. Les personnes qui veulent obtenir des renseignements particuliers devraient indiquer les documents visés afin de faciliter l'acheminement de leur demande.",Members of the CAF who have submitted grievances which have been referred to the MGERC pursuant to the NDA.,Les membres des FAC dont le grief a été acheminé au CEEGM par le CEMD.,,,,,The information is used by the MGERC in dealing with grievances referred to the Committee pursuant to the NDA.,Les renseignements sont utilisés par le CEEGM dans le traitement des griefs soumis au Comité en vertu de la LDN.,"The information may be used for research, planning, evaluation and statistical purposes. It may also be used in the dissemination of precedents, and in the preparation of reports pursuant to the NDA.","Les renseignements peuvent être utilisés à des fins de recherche, de planification, d'évaluation, et de statistiques. Ils peuvent également être utilisés pour la communication des précédents, et pour la préparation de rapports selon la LDN.","These records are kept for seven years and are then destroyed, unless they form part of substantial and precedent-setting grievance case files meeting specific criteria.","Ces dossiers sont conservés pendant sept ans, après quoi ils sont détruits, à moins qu'ils ne contiennent des renseignements importants servant de précédent et selon des critères établis.",2010/002,2010/002,MGERC 3400–3499,CEEGM 3400–3499,,,004448,004448
