record_id,scope,institution_id,bank_number_key,PI_CAT_ID,confidence,evidence_count,evidence_json
standard:PSU 901,standard,,PSU 901,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 901,standard,,PSU 901,PI_CAT-6,0.79,1,"[{""confidence"":0.79,""field"":""description_en"",""language"":""en"",""matched_text"":""credit information"",""rule"":""credit assessment information""}]"
standard:PSU 901,standard,,PSU 901,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""noms"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 901,standard,,PSU 901,PI_CAT-25,1.00,4,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Social Insurance Number"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéros d’assurance sociale"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-13,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""financial information"",""rule"":""explicit financial information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements financiers"",""rule"":""explicit financial information""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-19,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""other identifying numbers"",""rule"":""explicit other identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""autres numéros d’identification"",""rule"":""explicit other identification number""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
standard:PSU 931,standard,,PSU 931,PI_CAT-25,1.00,5,"[{""confidence"":1.0,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Social Insurance Number"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’assurance sociale"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-6,0.79,1,"[{""confidence"":0.79,""field"":""description_en"",""language"":""en"",""matched_text"":""credit information"",""rule"":""credit assessment information""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-13,1.00,6,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""financial information"",""rule"":""explicit financial information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements financiers"",""rule"":""explicit financial information""},{""confidence"":0.93,""field"":""note_en"",""language"":""en"",""matched_text"":""account number"",""rule"":""financial account or asset""},{""confidence"":0.93,""field"":""note_fr"",""language"":""fr"",""matched_text"":""numéro de compte"",""rule"":""financial account or asset""},{""confidence"":0.93,""field"":""purpose_en"",""language"":""en"",""matched_text"":""investments"",""rule"":""financial account or asset""},{""confidence"":0.93,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""investissements"",""rule"":""financial account or asset""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-14,0.99,1,"[{""confidence"":0.99,""field"":""note_fr"",""language"":""fr"",""matched_text"":""genre"",""rule"":""gender""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-19,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""other identification numbers"",""rule"":""explicit other identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""autres numéros d’identification"",""rule"":""explicit other identification number""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
standard:PSU 932,standard,,PSU 932,PI_CAT-25,1.00,5,"[{""confidence"":1.0,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Social Insurance Number"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’assurance sociale"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""}]"
standard:PSU 940,standard,,PSU 940,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 940,standard,,PSU 940,PI_CAT-5,0.98,1,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""card holder’s name"",""rule"":""credit or payment card information""}]"
standard:PSU 940,standard,,PSU 940,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSU 940,standard,,PSU 940,PI_CAT-15,0.90,2,"[{""confidence"":0.9,""field"":""description_en"",""language"":""en"",""matched_text"":""language"",""rule"":""language in personal-information enumeration""},{""confidence"":0.9,""field"":""description_fr"",""language"":""fr"",""matched_text"":""langue"",""rule"":""language in personal-information enumeration""}]"
standard:PSU 940,standard,,PSU 940,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-1,0.90,2,"[{""confidence"":0.9,""field"":""description_en"",""language"":""en"",""matched_text"":""curricula vitae"",""rule"":""biographical example""},{""confidence"":0.9,""field"":""description_fr"",""language"":""fr"",""matched_text"":""antécédents professionnels"",""rule"":""biographical example""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-8,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""date of birth"",""rule"":""date of birth""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""date de naissance"",""rule"":""date of birth""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Personal Record Identifier"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""code d’identification de dossier personnel"",""rule"":""employee identification number""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-11,1.00,1,"[{""confidence"":1.0,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""employment equity groups"",""rule"":""employment equity information""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-14,0.99,2,"[{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""gender"",""rule"":""gender""},{""confidence"":0.99,""field"":""description_fr"",""language"":""fr"",""matched_text"":""sexe"",""rule"":""gender""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-15,0.97,2,"[{""confidence"":0.97,""field"":""description_en"",""language"":""en"",""matched_text"":""official language proficiency"",""rule"":""language information""},{""confidence"":0.9,""field"":""description_en"",""language"":""en"",""matched_text"":""language"",""rule"":""language in personal-information enumeration""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-16,0.94,1,"[{""confidence"":0.94,""field"":""description_en"",""language"":""en"",""matched_text"":""physical disability"",""rule"":""medical condition or assessment""}]"
standard:PSU 911,standard,,PSU 911,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSE 903,standard,,PSE 903,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Personal Record Identifier"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""Code d’identification de dossier personnel"",""rule"":""employee identification number""}]"
standard:PSE 903,standard,,PSE 903,PI_CAT-12,0.90,3,"[{""confidence"":0.9,""field"":""description_en"",""language"":""en"",""matched_text"":""attendance and leave"",""rule"":""employee personnel record""},{""confidence"":0.9,""field"":""description_fr"",""language"":""fr"",""matched_text"":""présences et congés"",""rule"":""employee personnel record""},{""confidence"":0.9,""field"":""purpose_en"",""language"":""en"",""matched_text"":""attendance and leave"",""rule"":""employee personnel record""}]"
standard:PSE 903,standard,,PSE 903,PI_CAT-16,0.94,1,"[{""confidence"":0.94,""field"":""description_fr"",""language"":""fr"",""matched_text"":""certificats médicaux"",""rule"":""medical condition or assessment""}]"
standard:PSU 903,standard,,PSU 903,PI_CAT-1,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""biographical information"",""rule"":""explicit biographical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements biographiques"",""rule"":""explicit biographical information""}]"
standard:PSU 903,standard,,PSU 903,PI_CAT-3,1.00,6,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""purpose_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""},{""confidence"":0.92,""field"":""purpose_en"",""language"":""en"",""matched_text"":""telephone numbers"",""rule"":""contact detail""},{""confidence"":0.92,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""numéros de téléphone"",""rule"":""contact detail""}]"
standard:PSU 903,standard,,PSU 903,PI_CAT-12,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee personnel information"",""rule"":""explicit employee personnel information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements personnels de l’employé"",""rule"":""explicit employee personnel information""}]"
standard:PSU 903,standard,,PSU 903,PI_CAT-16,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""medical information"",""rule"":""explicit medical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements médicaux"",""rule"":""explicit medical information""}]"
standard:PSU 903,standard,,PSU 903,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-1,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""biographical information"",""rule"":""explicit biographical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements biographiques"",""rule"":""explicit biographical information""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-7,0.99,2,"[{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""criminal checks"",""rule"":""criminal check or history""},{""confidence"":0.99,""field"":""description_fr"",""language"":""fr"",""matched_text"":""vérifications de casier judiciaire"",""rule"":""criminal check or history""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-11,1.00,1,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee equity information"",""rule"":""employment equity information""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-12,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee personnel information"",""rule"":""explicit employee personnel information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements personnels de l’employé"",""rule"":""explicit employee personnel information""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-16,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""medical information"",""rule"":""explicit medical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements médicaux"",""rule"":""explicit medical information""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-18,0.99,2,"[{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""opinions and views"",""rule"":""opinions or views""},{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""opinions and views of, or about, individuals"",""rule"":""opinions or views""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-19,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""other identification numbers"",""rule"":""explicit other identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""autres numéros d’identification"",""rule"":""explicit other identification number""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-21,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""physical attributes"",""rule"":""explicit physical attributes""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signes distinctifs"",""rule"":""explicit physical attributes""}]"
standard:PSU 933,standard,,PSU 933,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-1,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""biographical information"",""rule"":""explicit biographical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements biographiques"",""rule"":""explicit biographical information""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-8,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""date of birth"",""rule"":""date of birth""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""date de naissance"",""rule"":""date of birth""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-12,1.00,5,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee personnel information"",""rule"":""explicit employee personnel information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements personnels de l’employé"",""rule"":""explicit employee personnel information""},{""confidence"":0.9,""field"":""description_fr"",""language"":""fr"",""matched_text"":""mesure disciplinaire"",""rule"":""employee personnel record""},{""confidence"":0.9,""field"":""purpose_en"",""language"":""en"",""matched_text"":""attendance and leave"",""rule"":""employee personnel record""},{""confidence"":0.9,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""mesures disciplinaires"",""rule"":""employee personnel record""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-13,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""financial information"",""rule"":""explicit financial information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements financiers"",""rule"":""explicit financial information""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-16,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""medical information"",""rule"":""explicit medical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements médicaux"",""rule"":""explicit medical information""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-18,0.99,2,"[{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""opinions and views"",""rule"":""opinions or views""},{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""opinions and views of, or about, individuals"",""rule"":""opinions or views""}]"
standard:PSE 911,standard,,PSE 911,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-1,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""biographical information"",""rule"":""explicit biographical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements biographiques"",""rule"":""explicit biographical information""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-12,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee personnel information"",""rule"":""explicit employee personnel information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements personnels de l’employé"",""rule"":""explicit employee personnel information""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-18,0.99,2,"[{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""opinions and views"",""rule"":""opinions or views""},{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""opinions and views of, or about, individuals"",""rule"":""opinions or views""}]"
standard:PSU 906,standard,,PSU 906,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signatures"",""rule"":""signature""}]"
standard:PSU 905,standard,,PSU 905,PI_CAT-12,0.90,1,"[{""confidence"":0.9,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""disciplinary action"",""rule"":""employee personnel record""}]"
standard:PSE 916,standard,,PSE 916,PI_CAT-16,1.00,1,"[{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements médicaux"",""rule"":""explicit medical information""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-1,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""biographical information"",""rule"":""explicit biographical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements biographiques"",""rule"":""explicit biographical information""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-10,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee identification number"",""rule"":""employee identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d’identification d’employé"",""rule"":""employee identification number""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-12,1.00,4,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""employee personnel information"",""rule"":""explicit employee personnel information""},{""confidence"":0.9,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""Training and Development"",""rule"":""employee personnel record""},{""confidence"":0.9,""field"":""consistent_uses_fr"",""language"":""fr"",""matched_text"":""Mesures disciplinaires"",""rule"":""employee personnel record""},{""confidence"":0.9,""field"":""purpose_en"",""language"":""en"",""matched_text"":""training and development"",""rule"":""employee personnel record""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-16,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""medical information"",""rule"":""explicit medical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements médicaux"",""rule"":""explicit medical information""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-18,0.99,1,"[{""confidence"":0.99,""field"":""description_en"",""language"":""en"",""matched_text"":""views and opinions"",""rule"":""opinions or views""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-19,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""other identification numbers"",""rule"":""explicit other identification number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""autres numéros d’identification"",""rule"":""explicit other identification number""}]"
standard:PSE 912,standard,,PSE 912,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
standard:PSE 901,standard,,PSE 901,PI_CAT-1,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""biographical information"",""rule"":""explicit biographical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements biographiques"",""rule"":""explicit biographical information""}]"
standard:PSE 901,standard,,PSE 901,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
standard:PSE 901,standard,,PSE 901,PI_CAT-4,0.97,1,"[{""confidence"":0.97,""field"":""description_en"",""language"":""en"",""matched_text"":""citizenship status"",""rule"":""citizenship or immigration status""}]"
