bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
PBC PPU 005,Conditional Release Decisions (Parole),Décisions en matière de mise en liberté sous condition (libération conditionnelle),PBC PPU 005,CLCC PPU 005,"This bank describes information that is used in support of decision-making by the PBC for all types of conditional releases, including statutory releases and release of individuals, who were subject to long-term supervision orders. Personal information may include name, contact information (current and past), biographical information, biometric information, gender, citizenship status, credit history, criminal checks/history, date and place of birth, date and place of death, educational information, employee identification number, employment equity information, employee personnel information, financial information, medical information, language, other identification numbers (e.g. Federal Prison System (FPS) Number, driver's license number), opinions or views of or about individuals, photos, physical attributes, signature, Social Insurance Number (SIN).","Ce fichier décrit les renseignements qui aident la CLCC à prendre des décisions sur tous les types de mise en liberté sous condition, y compris les libérations d’office et la libération de personnes visées par une ordonnance de surveillance de longue durée. Les renseignements personnels peuvent comprendre le nom, les coordonnées (actuelles et antérieures), les données biographiques et biométriques, le sexe, le statut de citoyenneté, les antécédents en matière de crédit, les vérifications judiciaires, les antécédents criminels, la date et le lieu de naissance, la date et le lieu de décès, les renseignements sur la scolarité, le numéro d’identification de l’employé, les renseignements sur l’équité en matière d’emploi, les renseignements personnels de l’employé, les informations financières, les renseignements médicaux, la langue, d’autres numéros d’identification (p. ex. le numéro SED, le numéro de permis de conduire), des opinions ou des avis de la part ou au sujet de personnes, des photos, les caractéristiques physiques, la signature et le numéro d’assurance sociale (NAS). **Remarques :** En plus des exigences précisées sur la Formule de demande d’accès à des renseignements personnels du Secrétariat du Conseil du Trésor (SCT), les personnes demandant des renseignements décrits dans ce fichier doivent donner leur date de naissance ou leur numéro SED. L’information peut être sauvegardée par des moyens électroniques dans le Système de gestion des délinquant(e)s (SGD) et le Système de repérage des décisions d’appel. Ce fichier de renseignements personnels (FRP) a été mis à jour en 2014 et portait précédemment le nom de Dossiers de libération conditionnelle. Certains fichiers de la CLCC contiennent des NAS. Ils ont été recueillis à l’époque des années 1970 et, par conséquent, se trouvent dans certains fichiers archivés. Il y en a aussi dans des fichiers courants, mais la CLCC ne recueille, n’utilise ni ne divulgue plus de NAS.","Individuals who are serving or who, at one time, were serving a sentence of imprisonment in a federal and/or provincial penitentiary and applied for parole to the PBC. These records may also contain personal information on individuals other than the individual for whom a file was created, including: the individual's family, friends or representatives, observers at the offender's hearing(s) which may include the general public (18 years of age and over); victims and their families and supporters; caregivers of victims; offender's family members and supporters; media representatives and members of the general public requesting a decision.","Personnes qui purgent ou ont déjà purgé une peine d’emprisonnement dans un pénitencier fédéral et/ou provincial et ont demandé une libération conditionnelle à la CLCC. Ces dossiers peuvent aussi contenir des renseignements personnels sur d’autres personnes que celle visée par un fichier, entre autres, la famille de cette personne, ses amis ou représentants, des observateurs présents à l’audience, notamment le grand public (18 ans et plus); les victimes, leurs familles, amis et soignants; les membres de la famille et amis d’un délinquant; des représentants des médias et des membres du grand public demandant une décision.","In addition to the requirements specified on the Treasury Board of Canada Secretariat (TBS) Personal Information Request form, individuals requesting information described by this bank must provide their date of birth and/or FPS number. Information may be stored electronically in the Offender Management System (OMS) and Appeal Division Tracking System. This Personal Information Bank (PIB) was updated in 2014 and was previously entitled Parole Case Files. SINs can be found in some PBC files. They were collected at one time in the 1970s and as a result can be found in some archived files. They can be found in current files as well but the SIN is no longer collected, used or disclosed by the PBC.",,,,"Personal information is collected pursuant to the [*Corrections and Conditional Release Act*](http://laws-lois.justice.gc.ca/eng/acts/C-44.6/) (CCRA) in accordance with sections 99 up to and including section 146 and is used by the PBC to make decisions regarding full or day parole, some temporary absences and to set conditions on various forms of conditional release.","Les renseignements personnels sont recueillis en conformité avec les articles 99 à 146 (inclusivement) de la [*Loi sur le système correctionnel et la mise en liberté sous condition*](http://laws-lois.justice.gc.ca/fra/lois/C-44.6/) (LSCMLC), et la CLCC s’en sert pour prendre des décisions sur les cas de libération conditionnelle totale ou de semi-liberté, certaines permissions de sortir, ainsi que pour fixer des conditions sur diverses formes de mise en liberté sous condition.","Some personal information may be shared with the Correctional Service of Canada (CSS) ([Case Management Bank CSC PPU 042](https://www.csc-scc.gc.ca/info-source/007007-0004-en.shtml)), Royal Canadian Mounted Police (RCMP) ([National Repository of Fingerprint and Criminal Record Information CMP PPU 030](https://www.rcmp-grc.gc.ca/en/personal-information-banks-0?wbdisable=true#ppu030)), Canada Border Services Agency (CBSA) [(Immigration Warrant File CBSA PPU 026),](http://www.cbsa-asfc.gc.ca/agency-agence/reports-rapports/pia-efvp/atip-aiprp/infosource-eng.html#a6x1) and Immigration, Refugees and Citizenship Canada (IRCC) ([Immigration Case File CIC PPU 042](http://www.cic.gc.ca/english/department/atip/infosource/pibs.asp)), for the purpose of law enforcement and investigations. In cases where an offender or parolee is granted permission to travel, selected information may be shared with IRCC to issue a Limited Validity Passport (see institution-specific PIBs IRCC updated in 2015). Information may also be shared with board of investigations to conduct review into incidents where offenders on conditional release have committed a serious offence in the community or to the Department of Justice (DoJ) ([Civil Proceedings and Legal Services JUS PPU 010](http://www.justice.gc.ca/eng/trans/atip-aiprp/infosource/p5.html#legalagents)) when a court action is brought against the federal government. Information may be shared with the provinces under an agreement or arrangement for the purpose of administering or enforcing any law or carrying out a lawful investigation. Information may be shared with the PBC Appeal Division (this is the PIB that includes Appeals, no separate PIB is required, please refer to Class of Record (CoR) - [Decision-Making (Conditional Release) PBC CLCC 005](#z5)) to assist in the Appeals Process and to victim services to assist victims. Some information may be shared with registered victims, members of the general public making a request for a decision and observers requesting to observe a PBC hearing. Information may also be used or disclosed for enforcement, evaluation, reporting and program monitoring.","Certains renseignements personnels peuvent être communiqués au Service correctionnel du Canada (SCC) ([Gestion des cas SCC PPU 042](https://www.csc-scc.gc.ca/info-source/007007-0004-fr.shtml)), à la Gendarmerie royale du Canada (GRC) ([Dépôt national d’empreintes digitales et d’information sur les casiers judiciaires GRC PPU 030](https://www.rcmp-grc.gc.ca/fr/renseignements-personnels-individus?wbdisable=true#ppu030)), à l’Agence des services frontaliers du Canada (ASFC) ([Fichier des mandats d’immigration ASFC PPU 026](http://www.cbsa-asfc.gc.ca/agency-agence/reports-rapports/pia-efvp/atip-aiprp/infosource-fra.html#a6x1)) et à Immigration, réfugiés et citoyenneté (IRCC) ([Dossiers individuels d’immigration CIC PPU 042](http://www.cic.gc.ca/francais/ministere/aiprp/infosource/frp.asp)), aux fins de l’exécution de la loi et des enquêtes. Lorsqu’un délinquant ou un libéré conditionnel reçoit la permission de voyager, certains renseignements peuvent être communiqués à Citoyenneté et Immigration Canada afin que ses responsables puissent délivrer un passeport à durée de validité limitée (voir les FRP de IRCC, mis à jour en 2015). On peut aussi communiquer des renseignements à des comités d’enquête chargés d’examiner des incidents où des délinquants mis en liberté sous condition ont commis une infraction grave dans la collectivité, ou au ministère de la Justice Canada (JC) ([Procédures civiles et services juridiques JUS PPU 010](http://www.justice.gc.ca/fra/trans/aiprp-atip/infosource/p5.html)) quand une poursuite judiciaire est intentée contre le gouvernement fédéral. Des renseignements peuvent également être communiqués aux provinces dans le cadre d’un accord ou d’une entente, aux fins d’appliquer une loi quelconque ou de procéder à une enquête légale. Des renseignements peuvent être communiqués à la Section d’appel de la CLCC (FRP qui comprend les appels; aucun FRP distinct n’est requis; voir la [Prise de décisions [mise en liberté sous condition] PBC CLCC 005](#z5)) pour contribuer au processus d’appel et aux services aux victimes pour aider les victimes. On peut transmettre certains renseignements aux victimes inscrites, aux membres du grand public demandant une décision ainsi qu’à des observateurs demandant d’assister à une audience de la CLCC. Certains renseignements peuvent aussi être utilisés ou divulgués pour appliquer la loi, effectuer une évaluation, présenter un compte rendu et surveiller des programmes.","Parole Case Files are kept for 10 years after warrant expiry date, or long term expiry date where applicable and destroyed thereafter or are destroyed 10 years from the date PBC is notified by RCMP of the offender's death. Records deemed to be of historical value are retained by Library and Archives Canada (LAC). Hearing tapes are retained as follows: all hearing tapes for 2 years after their last administrative use, or until there is a further hearing, if one has not been held within 2 years; and until warrant expiry date when the hearing resulted in the release of the offender; and until 2 years after warrant expiry date when considered necessary by the Regional Director or Regional Manager in cases where an investigation has been ordered; if it is reasonable to believe that there may be a further interest in the recording; or it may assist administrative functions of the Board.","Les dossiers de libération conditionnelle sont conservés durant 10 ans après l’expiration du mandat ou de l’ordonnance de surveillance de longue durée, selon le cas, et détruits par la suite ou détruits 10 ans après la date à laquelle la GRC informe la CLCC du décès du délinquant. Les documents ayant une valeur historique sont conservés par Bibliothèque et Archives Canada (BAC). Les bandes d’enregistrement des audiences sont conservées comme suit : au moins deux ans après leur dernière utilisation administrative, ou jusqu’à une autre audience s’il n’y en a pas eu en deux ans; et jusqu’à l’expiration du mandat lorsque l’audience a donné lieu à la libération d’un délinquant; et jusqu’à deux ans après la date d’expiration du mandat si le directeur ou le gestionnaire régional le juge nécessaire lorsqu’une enquête a été ordonnée, s’il est raisonnable de croire qu’il subsiste un intérêt envers l’enregistrement, ou pour faciliter les fonctions administratives de la Commission.",94/056,"94/056 **Renvoi aux documents nos :** PBC CLCC 005, PBC CLCC 010, PBC CLCC 015","PBC CLCC 005, PBC CLCC 010, PBC CLCC 015",,,,000506,000506
PBC PPU 015,Parole - Audits and Investigations,Libération conditionnelle – Vérifications et enquêtes,PBC PPU 015,CLCC PPU 015,"This bank describes information related to individuals who make requests to the PBC for offender information including victims, observers at an offender's hearing(s) and individuals requesting offender information from the decision registry. Personal information may include name, contact information (current and past), biographical information, criminal checks/history, date of birth, date of death, education information, gender, medical information, language, physical attributes, signature, opinions or views supplied, notification preferences, offence of victimization and relationship to offender.","Ce fichier décrit des renseignements concernant les personnes qui présentent des demandes à la CLCC pour obtenir des renseignements sur les délinquants, comme les victimes, les observateurs qui assistent aux audiences d’un délinquant et les personnes qui demandent des renseignements sur un délinquant consignés dans le registre des décisions. Les renseignements personnels peuvent comprendre le nom, les coordonnées (actuelles et antérieures), les renseignements biographiques, les vérifications judiciaires ou antécédents criminels, la date de naissance, la date de décès, la scolarité, le sexe, les renseignements médicaux, la langue, les caractéristiques physiques, la signature, les opinions ou points de vue exprimés, les préférences concernant la notification, l’infraction subie par la victime et sa relation avec le délinquant.","Victims of an offence for which the offender was convicted or for which the offender was not prosecuted or convicted but for which a complaint was made, their relatives, dependents, spouse including common-law spouse, caregivers by law, offenders, and other individuals requesting information from the decision registry, including those requesting to observe a hearing.","Les victimes d’une infraction pour laquelle le délinquant a été déclaré coupable ou pour laquelle le délinquant n’a pas été poursuivi ou déclaré coupable, mais une plainte a été déposée, leurs parents, les personnes à charge, les conjoints ou conjoints de fait, les aidants naturels légaux, les délinquants et les autres personnes qui demandent des renseignements consignés dans le registre des décisions, y compris celles qui demandent l’autorisation d’assister à une audience comme observateurs.","In addition to the requirements specified on the Treasury Board of Canada Secretariat Personal Information Request form, individuals requesting information described by this bank must provide the offender's name. All criminal records checks are completed by the Correctional Service of Canada (CSC) for observers at a hearing. Information on whether a person has passed the screening can be found on file with the PBC but the collection, use and disclosure of this information is the responsibility of CSC. Information may be stored electronically in the Offender Management System (OMS), Documentum Records Manager and Maximizer. |Please note CSC and PBC share the same database, the Offender Management System. Offenders wishing to access their personal information should refer to Conditional Release Decisions (Parole) PBC PPU 005.","Outre les renseignements indiqués sur la Formule de demande d’accès à des renseignements personnels du Secrétariat du Conseil du Trésor du Canada, les personnes demandant des renseignements contenus dans ce fonds doivent fournir le nom du délinquant. Les vérifications de casier judiciaire concernant les observateurs assistant à une audience sont effectuées par le Service correctionnel du Canada (SCC). Les renseignements concernant les résultats du processus de présélection sont disponibles dans les dossiers de la CLCC, mais la collecte, l’utilisation et la divulgation de ces renseignements relèvent du SCC. Les renseignements peuvent être entreposés électroniquement dans le SGD, *Documentum Records Manager et Maximizer*. Veuillez noter que le SCC et la CLCC partagent la même base de données, soit le Système de gestion des délinquant(e)s. Les délinquants qui veulent accéder à leurs renseignements personnels doivent consulter le fichier CLCC PPU 005, Décisions en matière de mise en liberté sous condition (libération conditionnelle).",,,"Personal information is collected pursuant to the [*Corrections and Conditional Release Act*](http://laws-lois.justice.gc.ca/eng/acts/C-44.6/) (CCRA) in accordance to sections 140, 144, 144.1 and are used to determine an individual's eligibility to access offender information under the CCRA, as well as facilitate the disclosure of information. Personal information is also used to facilitate the observation of offender hearings and in assisting those individuals who seek access to the PBC's Decision Registry.","Les renseignements personnels sont recueillis conformément aux articles 140, 144 et 144.1 de la [*Loi sur le système correctionnel et la mise en liberté sous condition*](http://laws-lois.justice.gc.ca/fra/lois/C-44.6/) (LSCMLC) et sont utilisés pour déterminer l’admissibilité d’une personne qui veut accéder aux renseignements personnels sur un délinquant en vertu de la LSCMLC, ainsi que pour faciliter la divulgation des renseignements. Ils sont aussi utilisés pour faciliter l’observation des audiences et aider les personnes qui demandent l’accès au registre des décisions de la CLCC.","Personal information may be shared with the Correctional Service of Canada (CSC) ([Victims CSC PPU 135](https://www.csc-scc.gc.ca/info-source/007007-0004-en.shtml)) for the coordination of victim services as they relate to the provision of information about the offender, pursuant to the CCRA. Information is shared with the Department of Justice Canada (DoJ) ([Grants and Contributions JUS PPU 165](http://www.justice.gc.ca/eng/trans/atip-aiprp/infosource/p5.html#legalagents)) under the program called 'The Victims Fund' which offers financial assistance to registered victims who wish to attend PBC hearings. In some cases, information may be shared with the provinces, policing services as well as provincial institutions when a hearing takes place in a provincial institution. Victim information may be shared with municipal, provincial and federal policing services (Royal Canadian Mounted Police (RCMP) ([Protection of Personnel and Government Property CMP PPU 055](https://www.rcmp-grc.gc.ca/en/personal-information-banks-0#ppu055)) to substantiate a claim that they meet the requirement of a victim pursuant to the CCRA. Information may also be used or disclosed for evaluation, reporting, anonymous questionnaires, safety, security and program monitoring.","Les renseignements personnels peuvent être communiqués au Service correctionnel du Canada (SCC) ([Victimes SCC PPU 135](https://www.csc-scc.gc.ca/info-source/007007-0004-fr.shtml)) aux fins de la coordination des services aux victimes en ce qui concerne la communication de renseignements sur le délinquant, conformément à la LSCMLC. Les renseignements sont communiqués au ministère de la Justice Canada (JC) ([Subventions et contributions JUS PPU 165](http://www.justice.gc.ca/fra/trans/aiprp-atip/infosource/p5.html)) dans le cadre du « Fonds d’aide aux victimes », qui offre une aide financière aux victimes inscrites qui désirent assister aux audiences de la CLCC. Dans certains cas, les renseignements peuvent être communiqués aux provinces, aux services de police ou aux établissements provinciaux dans les cas où l’audience a lieu dans un établissement provincial. Les renseignements concernant les victimes peuvent être communiqués aux services de police municipaux, provinciaux et fédéraux (Gendarmerie royale du Canada (GRC), [Protection du personnel et des biens de la Couronne GRC PPU 055](https://www.rcmp-grc.gc.ca/fr/renseignements-personnels-individus#ppu055)) pour corroborer une affirmation selon laquelle ils répondent à la demande d’une victime aux termes de la LSCMLC. Ils peuvent aussi être utilisés ou divulgués pour les fins suivantes : évaluation, production de rapports, questionnaires anonymes, sécurité et surveillance des programmes.","Records are kept for 10 years after warrant expiry date, or long term expiry date where applicable, and destroyed thereafter. Exceptions to the retention period would be records that are deemed to be of historical value which in turn are retained by Library and Archives Canada (LAC).","Les documents sont conservés pendant les 10 années suivant la date d’expiration du mandat ou la date d’expiration de la surveillance de longue durée, le cas échéant, puis ils sont détruits. Les exceptions à la période de conservation visent les documents considérés comme ayant une valeur historique, lesquels sont conservés par Bibliothèque et Archives Canada (BAC).",RDA 2005/006,ADD 2005/006 **Renvoi aux documents nos :** PBC CLCC 020,PBC CLCC 020,,,,20100558,20100558
PBC PPU 010,Record Suspension Decisions/Clemency Recommendations,Décisions relatives à la suspension du casier et recommandations concernant la clémence,PBC PPU 010,CLCC PPU 010,"This bank describes information about criminal record suspensions, relief from prohibitions and acts of clemency including information received from police services and courts. Personal information may include name, contact information (current and past), biographical information, biometric information, gender, citizenship status, credit history, criminal checks/history, date and place of birth, date and place of death, educational information, employee identification number, employment equity information, employee personnel information, financial information, medical information, language, other identification numbers (e.g. Federal Prison System Number (FPS), driver’s license number), opinions or views of or about individuals, photos, physical attributes, signature, and Social Insurance Number (SIN).","Ce fichier contient des renseignements touchant la suspension du casier judiciaire, la levée d’interdictions et l’application de mesures de clémence, y compris les renseignements obtenus des services de police et des tribunaux. Les renseignements personnels peuvent inclure le nom, les coordonnées (actuelles et antérieures), les données biographiques et biométriques, le genre, le statut de citoyenneté, les antécédents en matière de crédit, les vérifications judiciaires, les antécédents criminels, la date et le lieu de naissance, la date et le lieu de décès, les renseignements sur la scolarité, le numéro d’identification de l’employé, les renseignements sur l’équité en matière d’emploi, les renseignements personnels de l’employé, les informations financières, les renseignements médicaux, la langue, d’autres numéros d’identification (p. ex. le numéro SED, le numéro de permis de conduire), des opinions ou des avis de la part ou au sujet de personnes, des photos, les caractéristiques physiques, la signature et le numéro d’assurance sociale (NAS).","Individuals who have applied to the PBC for a decision concerning a record suspension, an Act of Clemency or relief from a driving prohibition, legal representatives, applicant representatives and police forces, officers of the court, victims, and any other individual or representative who provides information about the offender or the victim(s), including: family, friends, community groups, Aboriginal groups, parole officers, and health professionals.","Personnes ayant présenté une demande à la CLCC en vue d’une suspension du casier, de l’application d’une mesure de clémence ou de la levée d’une interdiction de conduire; représentants juridiques; représentants des demandeurs; représentants de services de police; officiers de la justice; victimes; et toute autre personne ou tout autre représentant ayant fourni des renseignements sur le délinquant ou la victime, dont la famille, des amis, des groupes communautaires, des groupes autochtones, des agents de libération conditionnelle et des professionnels de la santé.","In addition to the requirements specified on the Treasury Board of Canada Secretariat Personal Information Request form, individuals requesting information described by this bank must provide their date of birth and/or FPS number. Information may be stored electronically in the Pardon and Record Suspension System (PARSS) and the Offender Management System (OMS). Information is not collected from victims; however victims may write to the PBC and under these circumstances, the information will be stored on the record suspension file. This PIB was updated in 2014 and was previously entitled Pardon and Clemency Case Files. Social Insurance Numbers can be found in some PBC files. They were collected at one time in the 1970s and as a result can be found in some archived files. They can be found in current files as well but the SIN is no longer collected, used or disclosed by the PBC.","En plus des exigences précisées sur le Formulaire de demande d’accès à des renseignements personnels du Secrétariat du Conseil du Trésor, les personnes demandant des renseignements décrits dans ce fichier doivent donner leur date de naissance ou leur numéro SED. Les renseignements peuvent être gardés électroniquement dans le Système de pardon et de suspension du casier (SPSC) et le Système de gestion des délinquant(e)s. Les renseignements ne sont pas recueillis auprès des victimes, mais celles-ci peuvent néanmoins écrire à la CLCC; dans pareil cas, les renseignements sont enregistrés dans le dossier de suspension du casier. Le FRP a été mis à jour en 2014; il s’appelait auparavant Dossiers de réhabilitation et de clémence. Certains fichiers de la CLCC contiennent des numéros d’assurance sociale. Ils ont été recueillis à l’époque des années 1970 et, par conséquent, se trouvent dans certains fichiers archivés. Il y en a aussi dans des fichiers courants, mais la CLCC ne recueille, n’utilise ni ne divulgue plus de NAS.",,,"Personal information is used by Members of the PBC and/or by the Governor General or the Governor in Council (Federal Cabinet) to make decisions regarding criminal record suspensions, relief from prohibitions and acts of clemency. Personal information is collected pursuant to the [*Corrections and Conditional Release Act*](http://laws-lois.justice.gc.ca/eng/acts/C-44.6/), the [*Criminal Records Act*](http://laws-lois.justice.gc.ca/eng/acts/c-47/) and the [*Criminal Code of Canada*](http://laws-lois.justice.gc.ca/eng/acts/C-46/). The Social Insurance Number (SIN) may be found in historical record suspension and clemency files, but the SIN is not used or disclosed by the PBC.","Les renseignements personnels sont utilisés par les commissaires de la CLCC et/ou par le gouverneur général ou le gouverneur en conseil (Cabinet fédéral) pour prendre des décisions en vue de la suspension du casier, de la levée d’interdictions ou de la prise de mesures de clémence. Ces renseignements personnels sont recueillis selon les exigences prescrites par la [*Loi sur le système correctionnel et la mise en liberté sous condition*](http://laws-lois.justice.gc.ca/fra/lois/C-44.6/), la [*Loi sur le casier judiciaire*](http://laws-lois.justice.gc.ca/fra/lois/c-47/) et le [*Code criminel* du Canada](http://laws-lois.justice.gc.ca/fra/lois/C-46/). Le numéro d’assurance sociale (NAS) peut se trouver dans les dossiers historiques de suspension du casier et de clémence, mais il n’est pas utilisé ni communiqué par la CLCC.","Some personal information may be shared with Royal Canadian Mounted Police ([National Repository of Fingerprint and Criminal Record Information, RCMP PPU 030](https://www.rcmp-grc.gc.ca/en/personal-information-banks-0#ppu030)), Treasury Board of Canada Secretariat, Privy Council Office (PCO) (Security and Intelligence Information Files, PCO PPU 005), Correctional Service of Canada (CSC) ([Pardons, CSC PPU 110](https://www.csc-scc.gc.ca/info-source/007007-0004-en.shtml)), Immigration, refugees and Citizenship Canada (IRCC) ([Immigration Case File, CIC PPU 042](http://www.cic.gc.ca/english/department/atip/infosource/pibs.asp)) and Immigration and Refugee Board of Canada (IRB) ([Immigration Division Case Files IRB PPU 140](http://www.irb-cisr.gc.ca/Eng/transp/AipAiprp/Pages/infosource.aspx)) for the purpose of verifying information supplied within the record suspension application and considering additional information during the investigative process. Information collected during the application process may be disclosed to foreign governments, to INTERPOL, and to law enforcement agencies. Information may also be shared with PBC audit and investigations programs (this is the PIB that includes Audits, no separate PIB is required, please refer to Class of Record (CoR) [Parole - Audits and Investigations PBC CLCC 015](#z6)) and to the Department of Justice (DoJ) legal services ([Civil Proceedings and Legal Services, JUS PPU 010](https://www.justice.gc.ca/eng/trans/atip-aiprp/infosource/p5.html)) when a court action is brought against the federal government. Information may be shared with appropriate law enforcement agencies during the investigative process. Before granting a record suspension, information collected is verified with personal information found in the following external systems/databases: Query Criminal Record, the Canadian Police Information Centre, Police Information Reporting/Retrieval System, Criminal Name Index and Police Reporting and Occurrence System. Unless the record suspension was subsequently revoked, personal information may also be disclosed if approved by the Minister of Public Safety Canada who, before granting such approval, must be satisfied that the disclosure is desirable in the interests of the administration of justice or for any purpose related to the safety or security of Canada. Information may also be used or disclosed under sections 8(2) of the *Privacy Act*, for reporting, evaluation, and research purposes and to establish an inventory of record suspensions.","Certains renseignements personnels peuvent être communiqués à la Gendarmerie royale du Canada (GRC) ([Dépôt national d’empreintes digitales et d’information sur les casiers judiciaires GRC PPU 030](https://www.rcmp-grc.gc.ca/fr/renseignements-personnels-individus#ppu030)), au Secrétariat du Conseil du Trésor (STC), au Bureau du Conseil privé (BCP) (Sécurité et renseignements BCP PPU 005), au Service correctionnel du Canada (SCC) ([Pardons SCC PPU 110](https://www.csc-scc.gc.ca/info-source/007007-0004-fr.shtml)), à Immigration, réfugiés et citoyenneté (IRCC) ([Dossiers individuels d’immigration CIC PPU 042](http://www.cic.gc.ca/francais/ministere/aiprp/infosource/frp.asp)) et à la Commission de l’immigration et du statut de réfugié du Canada (ISRC) ([Dossiers de la Section de l’immigration CISR PPU 140](http://www.irb-cisr.gc.ca/Fra/transp/AipAiprp/Pages/infosource.aspx)), à des fins de vérification des renseignements fournis pour les demandes de suspension du casier ainsi que de l’examen de renseignements additionnels dans le cadre du processus d’enquête. Les renseignements recueillis avec les demandes peuvent être communiqués à des gouvernements étrangers, à INTERPOL et à des organismes d’application de la loi. Les renseignements peuvent aussi être communiqués aux programmes de vérification et d’enquête de la CLCC (FRP qui comprend les vérifications; aucun FRP distinct n’est requis; voir la [Libération conditionnelle – Vérifications et enquêtes CLCC 015](#z6)) et aux Services juridiques du ministère de la Justice Canada ([Procédures civiles et services juridiques JUS PPU 010](http://www.justice.gc.ca/fra/trans/aiprp-atip/infosource/p5.html)) quand une poursuite judiciaire est intentée contre le gouvernement fédéral. Les renseignements peuvent également être communiqués aux organismes d’application de la loi sollicités dans le cadre du processus d’enquête. Avant qu’une suspension du casier ne soit accordée, les renseignements recueillis sont comparés aux renseignements personnels figurant dans les systèmes et les bases de données externes qui suivent : casier judiciaire, Centre d’information de la police canadienne, Système intégré de rapports sur les renseignements judiciaires, Système intégré de récupération de renseignements judiciaires, Fichier judiciaire nominatif et Système d’incidents et de rapports de police. À moins que la suspension du casier n’ait été révoquée ultérieurement, les renseignements personnels peuvent aussi être communiqués si une autorisation à cette fin a été obtenue du ministre de la Sécurité publique qui, pour donner cette autorisation, doit être convaincu que cette communication sert l’administration de la justice ou est souhaitable pour la sûreté ou la sécurité du Canada. Les renseignements peuvent aussi être utilisés et communiqués, comme le prévoit le paragraphe 8(2) de la *Loi sur la protection des renseignements personnels*, à des fins de reddition de comptes, d’évaluation et de recherche, et pour établir un bilan relatif aux suspensions de casiers.","Records for record suspensions will be retained by the PBC for the following periods: record suspensions granted for 50 years, record suspensions denied for 2 years, record suspensions revoked or ceased for 2 years, record suspensions discontinued for 2 years. Records regarding clemency or relief from a driving prohibition: granted for 25 years, discontinued for 2 years. Clemency records are then transferred to Library and Archives Canada (LAC) for archival purposes.",Les dossiers de suspension du casier doivent être conservés par la CLCC pendant les périodes suivantes : suspension du casier octroyée – 50 ans; suspension du casier refusée – 2 ans; suspension du casier révoquée ou annulée – 2 ans; suspension du casier interrompue – 2 ans. Dossiers ayant trait à la prise d’une mesure de clémence ou à la levée d’une interdiction de conduire : accordée – 25 ans; interrompue – 2 ans. Tous les dossiers sont ensuite transférés à Bibliothèque et Archives Canada (BAC) à des fins d’archivage.,94/035,"94/035 **Numéros de catégories de documents connexes :**PBC CLCC 025, PCB CLCC 030","PBC CLCC 025, PBC CLCC 030",,,,000507,000507
