record_number,name_en,name_fr,document_types_en,document_types_fr
MVLWB REG 001,,Processing Land Use Permit and Water Licence Applications Class of Record,,application forms; proof of registration or incorporation (for companies); maps; engagement records; engagement plans; waste management plans; spill contingency Info Source www.infosource.gc.ca plans; GIS data; draft security estimates; environmental impacts and mitigation measures; quarry permits; licence of occupation; access authorizations; leases; questionnaires; operation and maintenance plans; general emails and correspondence; supporting studies; and public review comments and responses.
