record_number,name_en,name_fr,document_types_en,document_types_fr
PrairiesCan 105,,Catégories de documents concernant le programme Services aux entreprises,,"ententes, documents de politiques, documents d’information, politiques internes, documents sur la gestion du risque, accords de contribution, amendements, examen des plans de fonctionnement, plans d’activités, propositions de projet, critères d’évaluation, rapports sur la diligence raisonnable, rapports statistiques, rapports de surveillance, demandes de paiement, information sur les réunions et les conférences, états financiers, rapports annuels, listes de membres du conseil d’administration, communiqués, discours, coupures de presse et transcriptions et rapports d’évaluation et de vérification."
