gc_orgID,gc_orgID_conflict,harmonized_name,nom_harmonise,abbreviation,abreviation,institution_name_en,institution_name_fr,infosource_url_en,infosource_status_en,infosource_url_fr,infosource_status_fr,website,site_web,open_gov_ouvert,infobaseID,rg,pop,phoenix,match_method_en,match_score_en,match_method_fr,match_score_fr,row_key,url_key_en,url_key_fr
2266,False,National Film Board,Office national du film,NFB,ONF,National Film Board of Canada,Office national du film du Canada,http://onf-nfb.gc.ca/en/about-the-nfb/publications/info-source/,,http://onf-nfb.gc.ca/fr/a-propos-de-lonf/publications/info-source/,,www.onf-nfb.gc.ca,www.onf-nfb.gc.ca,nfb-onf,223,39.0,NFB,NFB00,exact,,unmatched,,gc:2266,https://onf-nfb.gc.ca/about-the-nfb/publications/info-source,https://onf-nfb.gc.ca/a-propos-de-lonf/publications/info-source
2267,False,Parole Board of Canada,Commission des libérations conditionnelles du Canada,PBC,CLCC,Parole Board of Canada,Commission des libérations conditionnelles du Canada,https://www.canada.ca/en/parole-board/corporate/transparency/access-to-information-and-privacy/infosource.html,200.0,https://www.canada.ca/fr/commission-liberations-conditionnelles/organisation/transparence/access-a-information-et-protection-des-renseignements-personnels/infosource.html,200.0,www.canada.ca/en/parole-board.html,www.canada.ca/fr/commission-liberations-conditionnelles.html,pbc-clcc,227,57.0,NPB,NPB00,exact,,exact,,gc:2267,https://canada.ca/parole-board/corporate/transparency/access-to-information-and-privacy/infosource.html,https://canada.ca/commission-liberations-conditionnelles/organisation/transparence/access-a-information-et-protection-des-renseignements-personnels/infosource.html
2268,False,Northern Pipeline Agency Canada,Administration du pipe-line du Nord Canada,NPA,APN,Northern Pipeline Agency Canada,Administration du pipe-line du Nord Canada,http://npa.gc.ca/177?wb48617274=03F2D5A0,,http://apn.gc.ca/180?wb48617274=0F1523F5,,https://northern-pipeline.canada.ca/home,https://pipe-line-nord.canada.ca/accueil,npa-apn,235,66.0,NPA,,exact,,exact,,gc:2268,https://npa.gc.ca/177?wb48617274=03F2D5A0,https://apn.gc.ca/180?wb48617274=0F1523F5
2270,False,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada,OAG,BVG,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada,http://www.oag-bvg.gc.ca/internet/English/acc_fs_e_38857.html,,http://www.oag-bvg.gc.ca/internet/Francais/acc_fs_f_38857.html,,www.oag-bvg.gc.ca,www.oag-bvg.gc.ca,oag-bvg,238,2.0,AUD,AUD00,exact,,exact,,gc:2270,https://oag-bvg.gc.ca/internet/English/acc_fs_e_38857.html,https://oag-bvg.gc.ca/internet/Francais/acc_fs_f_38857.html
2271,False,Elections Canada,Élections Canada,elections,elections,Elections Canada,Élections Canada,http://www.elections.ca/content.aspx?section=abo&dir=atip/info&document=index&lang=e,200.0,http://www.elections.ca/content.aspx?section=abo&dir=atip/info&document=index&lang=f,200.0,www.elections.ca,www.elections.ca,elections,239,15.0,CEO,CEO00,exact,,exact,,gc:2271,https://elections.ca/content.aspx?dir=atip%2Finfo&document=index&section=abo,https://elections.ca/content.aspx?dir=atip%2Finfo&document=index&section=abo
2273,False,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,OCL,CAL,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,https://lobbycanada.gc.ca/en/info-source/,200.0,https://lobbycanada.gc.ca/fr/info-source/,200.0,https://lobbycanada.gc.ca/en,https://lobbycanada.gc.ca/fr,ocl-cal,241,154.0,LOB,LOB00,exact,,exact,,gc:2273,https://lobbycanada.gc.ca/info-source,https://lobbycanada.gc.ca/info-source
2274,False,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,OCOL,CLO,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,https://www.clo-ocol.gc.ca/en/publications/other/2021/info-source-2021,,https://www.clo-ocol.gc.ca/fr/publications/autres/2021/info-source-2021,,www.officiallanguages.gc.ca/en,www.officiallanguages.gc.ca/fr,ocol-clo,242,76.0,COL,COL00,exact,,exact,,gc:2274,https://clo-ocol.gc.ca/publications/other/2021/info-source-2021,https://clo-ocol.gc.ca/publications/autres/2021/info-source-2021
2276,False,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,OCI,BEC,Office of the Correctional Investigator,Bureau de l’enquêteur correctionnel,http://www.oci-bec.gc.ca/cnt/disc-div/atip-aiprp/infosource/infosource2018-1-eng.aspx,404.0,http://www.oci-bec.gc.ca/cnt/disc-div/atip-aiprp/infosource/infosource2018-1-fra.aspx,404.0,www.oci-bec.gc.ca,www.oci-bec.gc.ca,oci-bec,247,,OCI,,fuzzy,0.9014,unmatched,,gc:2276,https://oci-bec.gc.ca/cnt/disc-div/atip-aiprp/infosource/infosource2018-1-eng.aspx,https://oci-bec.gc.ca/cnt/disc-div/atip-aiprp/infosource/infosource2018-1-fra.aspx
2277,False,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,PPSC,SPPC,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,https://www.ppsc-sppc.gc.ca/eng/tra/is/index.html,200.0,https://www.ppsc-sppc.gc.ca/fra/tra/is/index.html,200.0,www.ppsc-sppc.gc.ca/,www.ppsc-sppc.gc.ca,ppsc-sppc,248,19.0,PPD,PPD00,exact,,exact,,gc:2277,https://ppsc-sppc.gc.ca/tra/is/index.html,https://ppsc-sppc.gc.ca/tra/is/index.html
2279,False,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada,PSIC,ISPC,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l’intégrité du secteur public du Canada,https://www.psic-ispc.gc.ca/en/info-source-sources-federal-government-and-employee-information,200.0,https://www.psic-ispc.gc.ca/fr/info-source-sources-de-renseignements-du-gouvernement-federal-et-sur-les-fonctionnaires-federaux,200.0,www.psic-ispc.gc.ca,www.psic-ispc.gc.ca,psic-ispc,250,46.0,INT,INT00,exact,,exact,,gc:2279,https://psic-ispc.gc.ca/info-source-sources-federal-government-and-employee-information,https://psic-ispc.gc.ca/info-source-sources-de-renseignements-du-gouvernement-federal-et-sur-les-fonctionnaires-federaux
2280,False,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,OSFI,BSIF,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,http://www.osfi-bsif.gc.ca/Eng/trp/atip-aiprp/Pages/fin.aspx,200.0,http://www.osfi-bsif.gc.ca/Fra/trp/atip-aiprp/Pages/fin.aspx,200.0,https://www.osfi-bsif.gc.ca/en,https://www.osfi-bsif.gc.ca/fr,osfi-bsif,253,11.0,SIF,SIF00,exact,,exact,,gc:2280,https://osfi-bsif.gc.ca/trp/atip-aiprp/Pages/fin.aspx,https://osfi-bsif.gc.ca/trp/atip-aiprp/Pages/fin.aspx
2281,False,Office of the Information Commissioner of Canada,Commissariat à l'information au Canada,OIC,CI,Office of the Information Commissioner of Canada,Commissariat à l’information du Canada,https://www.oic-ci.gc.ca/en/info-source,200.0,https://www.oic-ci.gc.ca/fr/info-source,200.0,https://www.oic-ci.gc.ca/en,https://www.oic-ci.gc.ca/fr,oic-ci,256,96.0,IPC,IPC00,exact,,fuzzy,0.9577,gc:2281,https://oic-ci.gc.ca/info-source,https://oic-ci.gc.ca/info-source
2282,False,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,OPC,CPVP,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,https://www.priv.gc.ca/en/about-the-opc/opc-access-to-information-and-privacy/infosource/,200.0,https://www.priv.gc.ca/fr/a-propos-du-commissariat/acces-a-l-information-et-protection-des-renseignements-personnels-au-commissariat/infosource/,200.0,https://www.priv.gc.ca/en/,https://www.priv.gc.ca/fr/,opc-cpvp,256,96.0,OPC,IPC00,exact,,exact,,gc:2282,https://priv.gc.ca/about-the-opc/opc-access-to-information-and-privacy/infosource,https://priv.gc.ca/a-propos-du-commissariat/acces-a-l-information-et-protection-des-renseignements-personnels-au-commissariat/infosource
2283,False,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,PMPRB,CEPMB,Patented Medicine Prices Review Board,Conseil d’examen du prix des médicaments brevetés,http://www.pmprb-cepmb.gc.ca/en/view.asp?ccid=1093,200.0,http://www.pmprb-cepmb.gc.ca/view.asp?ccid=1093,200.0,https://www.canada.ca/en/patented-medicine-prices-review.html,https://www.canada.ca/en/patented-medicine-prices-review.html,pmprb-cepmb,266,109.0,PXR,PXR00,exact,,fuzzy,0.9213,gc:2283,https://pmprb-cepmb.gc.ca/view.asp?ccid=1093,https://pmprb-cepmb.gc.ca/view.asp?ccid=1093
2284,False,Privy Council Office,Bureau du Conseil privé,PCO,BCP,Privy Council Office,Bureau du Conseil privé,https://www.canada.ca/en/privy-council/services/publications/info-source-federal-government-employee-information.html,200.0,https://www.canada.ca/fr/conseil-prive/services/publications/info-source-renseignements-gouvernement-federal-fonctionnaires-federaux.html,200.0,www.pco-bcp.gc.ca,www.pco-bcp.gc.ca,pco-bcp,278,25.0,PCO,PCO00,exact,,exact,,gc:2284,https://canada.ca/privy-council/services/publications/info-source-federal-government-employee-information.html,https://canada.ca/conseil-prive/services/publications/info-source-renseignements-gouvernement-federal-fonctionnaires-federaux.html
2285,False,Public Health Agency of Canada,Agence de la santé publique du Canada,PHAC,ASPC,Public Health Agency of Canada,Agence de la santé publique du Canada,https://www.canada.ca/en/public-health/corporate/mandate/about-agency/access-information-privacy/info-source-federal-government-employee-information.html,200.0,https://www.canada.ca/fr/sante-publique/organisation/mandat/a-propos-agence/acces-a-information-protection-renseignements-personnels/info-source-renseignements-gouvernement-federal-fonctionnaires-federaux.html,200.0,www.phac-aspc.gc.ca,www.phac-aspc.gc.ca,phac-aspc,280,148.0,AHS,AHS00,exact,,exact,,gc:2285,https://canada.ca/public-health/corporate/mandate/about-agency/access-information-privacy/info-source-federal-government-employee-information.html,https://canada.ca/sante-publique/organisation/mandat/a-propos-agence/acces-a-information-protection-renseignements-personnels/info-source-renseignements-gouvernement-federal-fonctionnaires-federaux.html
2286,False,Public Service Commission of Canada,Commission de la fonction publique du Canada,PSC,CFP,Public Service Commission of Canada,Commission de la fonction publique du Canada,https://www.canada.ca/en/public-service-commission/corporate/about-us/access-information-privacy-office/info-source-sources-federal-government-employee-information.html,200.0,https://www.canada.ca/fr/commission-fonction-publique/organisation/propos-nous/bureau-acces-information-protection-renseignements-personnels/info-source.html,200.0,https://www.canada.ca/en/public-service-commission.html,https://www.canada.ca/fr/commission-fonction-publique.html,psc-cfp,282,4.0,PSC,PSC00,exact,,exact,,gc:2286,https://canada.ca/public-service-commission/corporate/about-us/access-information-privacy-office/info-source-sources-federal-government-employee-information.html,https://canada.ca/commission-fonction-publique/organisation/propos-nous/bureau-acces-information-protection-renseignements-personnels/info-source.html
2288,False,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCMP,GRC,Royal Canadian Mounted Police,Gendarmerie royale du Canada,https://www.rcmp-grc.gc.ca/en/info-source-sources-federal-government-and-employee-information-0,,https://www.rcmp-grc.gc.ca/fr/info-source-sources-renseignements-du-gouvernement-federal-et-fonctionnaires-federaux-0,,www.rcmp-grc.gc.ca,www.rcmp-grc.gc.ca,rcmp-grc,295,30.0,RCM,RCM00,exact,,exact,,gc:2288,https://rcmp-grc.gc.ca/info-source-sources-federal-government-and-employee-information-0,https://rcmp-grc.gc.ca/info-source-sources-renseignements-du-gouvernement-federal-et-fonctionnaires-federaux-0
2289,False,RCMP External Review Committee,Comité externe d'examen de la GRC,ERC,CEE,Royal Canadian Mounted Police External Review Committee,,https://www.canada.ca/en/rcmp-external-review-committee/corporate/transparency/access-information-privacy/info-source-sources-federal-government-employee-information.html,200.0,,,www.erc-cee.gc.ca,www.erc-cee.gc.ca,erc-cee,296,,REC,,exact,,,,gc:2289,https://canada.ca/rcmp-external-review-committee/corporate/transparency/access-information-privacy/info-source-sources-federal-government-employee-information.html,
2290,False,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la GRC,CRCC,CCETP,Civilian Review and Complaints Commission for the RCMP,Commission civile d’examen et de traitement des plaintes relatives à la GRC,http://www.crcc-ccetp.gc.ca/en/info-source-sources-federal-government-and-employee-information,,http://www.crcc-ccetp.gc.ca/fr/info-source-sources-de-renseignements-du-gouvernement-f-d-ral-et-sur-les-fonctionnaires-f-d-raux,,www.crcc-ccetp.gc.ca/,www.crcc-ccetp.gc.ca/fr,cpc-cpp,297,103.0,RPP,,exact,,exact,,gc:2290,https://crcc-ccetp.gc.ca/info-source-sources-federal-government-and-employee-information,https://crcc-ccetp.gc.ca/info-source-sources-de-renseignements-du-gouvernement-f-d-ral-et-sur-les-fonctionnaires-f-d-raux
2292,False,Shared Services Canada,Services partagés Canada,SSC,SPC,Shared Services Canada,Services partagés Canada,https://www.canada.ca/en/shared-services/corporate/transparency/access-information-privacy/sources-federal-government-employee-information-2021-info-source.html,200.0,https://www.canada.ca/fr/services-partages/organisation/transparence/acces-information-protection-renseignements-personnels/sources-renseignements-gouvernement-federal-fonctionnaires-federaux-2021-info-source.html,200.0,https://www.canada.ca/en/shared-services.html,https://www.canada.ca/fr/services-partages.html,ssc-spc,305,163.0,GSS,GSS00,exact,,exact,,gc:2292,https://canada.ca/shared-services/corporate/transparency/access-information-privacy/sources-federal-government-employee-information-2021-info-source.html,https://canada.ca/services-partages/organisation/transparence/acces-information-protection-renseignements-personnels/sources-renseignements-gouvernement-federal-fonctionnaires-federaux-2021-info-source.html
2293,False,Statistics Canada,Statistique Canada,StatCan,StatCan,Statistics Canada,Statistique Canada,https://www.statcan.gc.ca/eng/public/ipih/index,200.0,https://www.statcan.gc.ca/fra/publique/rpfr/index,200.0,www.statcan.gc.ca,www.statcan.gc.ca,statcan,313,54.0,STC,STC00,exact,,exact,,gc:2293,https://statcan.gc.ca/public/ipih/index,https://statcan.gc.ca/publique/rpfr/index
2294,False,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),VRAB,TACRA,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),http://www.vrab-tacra.gc.ca/Plans/Info-Source-eng.cfm,404.0,http://www.vrab-tacra.gc.ca/Plans/Info-Source-fra.cfm,404.0,www.vrab-tacra.gc.ca,www.vrab-tacra.gc.ca,vrab-tacra,333,,AVC,AVC00,exact,,exact,,gc:2294,https://vrab-tacra.gc.ca/Plans/Info-Source-eng.cfm,https://vrab-tacra.gc.ca/Plans/Info-Source-fra.cfm
2297,False,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,ATSSC,SCDATA,Administrative Tribunals Support Services of Canada,Service canadien d’appui aux tribunaux administratifs,https://www.canada.ca/en/administrative-tribunals-support-service/transparency/info-source.html,200.0,https://www.canada.ca/fr/service-canadien-appui-tribunaux-administratifs/transparence/info-source.html,200.0,www.canada.ca/en/administrative-tribunals-support-service.html,www.canada.ca/fr/service-canadien-appui-tribunaux-administratifs.html,atssc-scdata,539,170.0,ATS,ATS00,fuzzy,0.9895,exact,,gc:2297,https://canada.ca/administrative-tribunals-support-service/transparency/info-source.html,https://canada.ca/service-canadien-appui-tribunaux-administratifs/transparence/info-source.html
2300,False,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,ASFC,Canada Border Services Agency,Agence des services frontaliers du Canada,http://www.cbsa-asfc.gc.ca/agency-agence/reports-rapports/pia-efvp/atip-aiprp/infosource-eng.html,200.0,http://www.cbsa-asfc.gc.ca/agency-agence/reports-rapports/pia-efvp/atip-aiprp/infosource-fra.html,200.0,www.cbsa.gc.ca,www.asfc.gc.ca,cbsa-asfc,26,85.0,BSF,BSF00,exact,,exact,,gc:2300,https://cbsa-asfc.gc.ca/agency-agence/reports-rapports/pia-efvp/atip-aiprp/infosource-eng.html,https://cbsa-asfc.gc.ca/agency-agence/reports-rapports/pia-efvp/atip-aiprp/infosource-fra.html
2303,False,Canada Revenue Agency,Agence du revenu du Canada,CRA,ARC,Canada Revenue Agency,Agence du revenu du Canada,https://www.canada.ca/en/revenue-agency/corporate/about-canada-revenue-agency-cra/access-information-privacy-canada-revenue-agency/information-programs-information-holdings-sources-federal-government-employee-information.html,200.0,https://www.canada.ca/fr/agence-revenu/organisation/a-propos-agence-revenu-canada-arc/acces-a-information-protection-renseignements-personnels-a-agence-revenu-canada/renseignements-programmes-fonds-renseignements-sources-renseignements-gouvernement-federal-fonctionnaires-federaux.html,200.0,www.canada.ca/en/revenue-agency.html,www.canada.ca/fr/agence-revenu.html,cra-arc,46,130.0,NAR,NAR00,exact,,exact,,gc:2303,https://canada.ca/revenue-agency/corporate/about-canada-revenue-agency-cra/access-information-privacy-canada-revenue-agency/information-programs-information-holdings-sources-federal-government-employee-information.html,https://canada.ca/agence-revenu/organisation/a-propos-agence-revenu-canada-arc/acces-a-information-protection-renseignements-personnels-a-agence-revenu-canada/renseignements-programmes-fonds-renseignements-sources-renseignements-gouvernement-federal-fonctionnaires-federaux.html
2304,False,Canada School of Public Service,École de la fonction publique du Canada,CSPS,EFPC,Canada School of Public Service,École de la fonction publique du Canada,https://csps-efpc.gc.ca/About_Us/currentreport/programs-holdings-eng.aspx,404.0,https://csps-efpc.gc.ca/about_us/currentreport/programs-holdings-fra.aspx,404.0,www.csps-efpc.gc.ca,www.csps-efpc.gc.ca,csps-efpc,47,52.0,CES,CES00,exact,,exact,,gc:2304,https://csps-efpc.gc.ca/About_Us/currentreport/programs-holdings-eng.aspx,https://csps-efpc.gc.ca/about_us/currentreport/programs-holdings-fra.aspx
2305,False,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,CCOHS,CCHST,Canadian Centre for Occupational Health and Safety,Centre canadien d’hygiène et de sécurité au travail,http://www.ccohs.ca/ccohs/reports/transparency.html,200.0,http://www.cchst.ca/ccohs/reports/transparency.html,200.0,www.ccohs.ca,www.cchst.ca,ccohs-cchst,55,100.0,OCC,OCC00,exact,,exact,,gc:2305,https://ccohs.ca/ccohs/reports/transparency.html,https://cchst.ca/ccohs/reports/transparency.html
2306,False,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,CFIA,ACIA,Canadian Food Inspection Agency,Agence canadienne d’inspection des aliments,http://www.inspection.gc.ca/about-the-cfia/accountability/other-activities/atip/info-source/eng/1388355218800/1388355393470,200.0,http://www.inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/autres-activites/aiprp/info-source/fra/1388355218800/1388355393470,200.0,www.inspection.gc.ca,www.inspection.gc.ca,cfia-acia,65,136.0,ICA,ICA00,exact,,exact,,gc:2306,https://inspection.gc.ca/about-the-cfia/accountability/other-activities/atip/info-source/1388355218800/1388355393470,https://inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/autres-activites/aiprp/info-source/1388355218800/1388355393470
2307,False,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,CIHR,IRSC,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,http://www.cihr-irsc.gc.ca/e/47695.html,200.0,http://www.cihr-irsc.gc.ca/f/47695.html,200.0,www.cihr-irsc.gc.ca,www.irsc-cihr.gc.ca,cihr-irsc,74,61.0,CRI,CRI00,exact,,exact,,gc:2307,https://cihr-irsc.gc.ca/e/47695.html,https://cihr-irsc.gc.ca/f/47695.html
2308,False,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,CNSC,CCSN,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,http://www.nuclearsafety.gc.ca/eng/resources/publications/reports/access-to-information-and-privacy/info-source/index.cfm,200.0,http://www.nuclearsafety.gc.ca/fra/resources/publications/reports/access-to-information-and-privacy/info-source/index.cfm,200.0,https://www.cnsc-ccsn.gc.ca/eng/,https://www.cnsc-ccsn.gc.ca/fra/,cnsc-ccsn,87,47.0,CSN,CSN00,exact,,exact,,gc:2308,https://nuclearsafety.gc.ca/resources/publications/reports/access-to-information-and-privacy/info-source/index.cfm,https://nuclearsafety.gc.ca/resources/publications/reports/access-to-information-and-privacy/info-source/index.cfm
2309,False,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,TSB,BST,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,http://tsb-bst.gc.ca/eng/divulgation-disclosure/infosource/index.asp,200.0,http://tsb-bst.gc.ca/fra/divulgation-disclosure/infosource/index.asp,200.0,www.tsb-bst.gc.ca,www.bst-tsb.gc.ca,tsb-bst,98,101.0,TSB,TSB00,exact,,exact,,gc:2309,https://tsb-bst.gc.ca/divulgation-disclosure/infosource/index.asp,https://tsb-bst.gc.ca/divulgation-disclosure/infosource/index.asp
2311,False,The National Battlefields Commission,Commission des champs de bataille nationaux,NBC,CCBN,National Battlefields Commission,Commission des champs de bataille nationaux,http://www.ccbn-nbc.gc.ca/en/access-information-and-privacy/info-source-2018/,200.0,http://www.ccbn-nbc.gc.ca/fr/acces-information-protection-des-renseignements-personnels/info-source-2018/,200.0,www.ccbn-nbc.gc.ca,www.ccbn-nbc.gc.ca,nbc-ccbn,218,102.0,NBC,NBC00,exact,,exact,,gc:2311,https://ccbn-nbc.gc.ca/access-information-and-privacy/info-source-2018,https://ccbn-nbc.gc.ca/acces-information-protection-des-renseignements-personnels/info-source-2018
2312,False,Canada Energy Regulator,Régie de l'énergie du Canada,CER,REC,Canada Energy Regulator,Office national de l’énergie,https://www.cer-rec.gc.ca/en/about/open-government/transparency/completed-access-information-requests/info-source.html,200.0,https://www.cer-rec.gc.ca/fr/regie/gouvernement-ouvert/transparence/demandes-acces-information-completees/info-source.html,200.0,https://www.cer-rec.gc.ca/index-eng.html,https://www.cer-rec.gc.ca/index-fra.html,cer-rec,221,195.0,ERG,ENR00,exact,,unmatched,,gc:2312,https://cer-rec.gc.ca/about/open-government/transparency/completed-access-information-requests/info-source.html,https://cer-rec.gc.ca/regie/gouvernement-ouvert/transparence/demandes-acces-information-completees/info-source.html
2313,False,National Research Council Canada,Conseil national de recherches Canada,NRC,CNRC,National Research Council Canada,Conseil national de recherches Canada,https://nrc.canada.ca/en/corporate/transparency/access-information-privacy-acts-info-source,200.0,https://nrc.canada.ca/fr/organisation/transparence/lois-lacces-linformation-protection-renseignements-personnels-info-source,200.0,https://nrc.canada.ca/en,https://nrc.canada.ca/fr,nrc-cnrc,228,35.0,NRC,NRC00,exact,,exact,,gc:2313,https://nrc.canada.ca/corporate/transparency/access-information-privacy-acts-info-source,https://nrc.canada.ca/organisation/transparence/lois-lacces-linformation-protection-renseignements-personnels-info-source
2314,False,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,NSERC,CRSNG,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,http://www.nserc-crsng.gc.ca/ATIP-AIPRP/InfoSource-InfoSource/index_eng.asp,,http://www.nserc-crsng.gc.ca/ATIP-AIPRP/InfoSource-InfoSource/index_fra.asp,,www.nserc-crsng.gc.ca,www.nserc-crsng.gc.ca,nserc-crsng,230,27.0,NSE,NSE00,exact,,exact,,gc:2314,https://nserc-crsng.gc.ca/ATIP-AIPRP/InfoSource-InfoSource/index_eng.asp,https://nserc-crsng.gc.ca/ATIP-AIPRP/InfoSource-InfoSource/index_fra.asp
2315,False,Parks Canada,Parcs Canada,PC,PC,Parks Canada Agency,Agence Parcs Canada,http://www.pc.gc.ca/en/agence-agency/dp-pd/infosource,200.0,http://www.pc.gc.ca/fr/agence-agency/dp-pd/infosource,200.0,www.pc.gc.ca,www.pc.gc.ca,pc,263,124.0,CAP,CAP00,exact,,unmatched,,gc:2315,https://pc.gc.ca/agence-agency/dp-pd/infosource,https://pc.gc.ca/agence-agency/dp-pd/infosource
2316,False,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,SSHRC,CRSH,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en science humaines,http://www.sshrc-crsh.gc.ca/transparency-transparence/atip-aiprp/infosource-eng.aspx,,http://www.sshrc-crsh.gc.ca/transparency-transparence/atip-aiprp/infosource-fra.aspx,,www.sshrc-crsh.gc.ca,www.sshrc-crsh.gc.ca,sshrc-crsh,306,63.0,SSH,SSH00,exact,,fuzzy,0.9048,gc:2316,https://sshrc-crsh.gc.ca/transparency-transparence/atip-aiprp/infosource-eng.aspx,https://sshrc-crsh.gc.ca/transparency-transparence/atip-aiprp/infosource-fra.aspx
2318,False,Polar Knowledge Canada,Savoir polaire Canada,POLAR,POLAIRE,Polar Knowledge Canada,Savoir polaire Canada,https://www.canada.ca/en/polar-knowledge/proactivedisclosure.html,200.0,https://www.canada.ca/fr/savoir-polaire/divulgationproactive.html,200.0,www.canada.ca/en/polar-knowledge.html,www.canada.ca/fr/savoir-polaire.html,polar-polaire,552,171.0,CHR,CHR00,exact,,exact,,gc:2318,https://canada.ca/polar-knowledge/proactivedisclosure.html,https://canada.ca/savoir-polaire/divulgationproactive.html
2396,False,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,CRTC,CRTC,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,http://www.crtc.gc.ca/eng/about/sources.htm,,http://www.crtc.gc.ca/fra/about/sources.htm,,www.crtc.gc.ca,www.crtc.gc.ca,crtc,93,16.0,RTC,RTC00,exact,,exact,,gc:2396,https://crtc.gc.ca/about/sources.htm,https://crtc.gc.ca/about/sources.htm
3437,False,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,,,Asia Pacific Foundation of Canada,Fondation Asie Pacifique du Canada,https://www.asiapacific.ca/about-us/transparency/info-source,200.0,https://www.asiapacific.ca/fr/about-us/transparency/info-source,200.0,www.asiapacific.ca,www.asiapacific.ca,apfc-fapc,9,,,,exact,,exact,,gc:3437,https://asiapacific.ca/about-us/transparency/info-source,https://asiapacific.ca/about-us/transparency/info-source
3439,False,Belledune Port Authority,Administration portuaire de Belledune,,,Belledune Port Authority,Administration portuaire de Belledune,http://www.portofbelledune.ca/infoSource.php,400.0,http://www.portofbelledune.ca/infoSource.php?lang=1,400.0,www.portofbelledune.ca,www.portofbelledune.ca,pb,16,,,,exact,,exact,,gc:3439,https://portofbelledune.ca/infoSource.php,https://portofbelledune.ca/infoSource.php
3443,False,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,,,Canada Foundation for Innovation,Fondation canadienne pour l’innovation,https://www.innovation.ca/access-information-privacy/information-holdings,200.0,https://www.innovation.ca/fr/acces-linformation-protection-renseignements-personnels/fonds-renseignements,200.0,www.innovation.ca,www.innovation.ca,innovation,35,,,,exact,,exact,,gc:3443,https://innovation.ca/access-information-privacy/information-holdings,https://innovation.ca/acces-linformation-protection-renseignements-personnels/fonds-renseignements
3444,False,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,,,Sustainable Development Technology Canada,Technologies du développement durable du Canada,https://www.sdtc.ca/en/about/accountability/info-source/,,https://www.sdtc.ca/fr/a-propos/responsabilite/info-source/,,www.sdtc.ca,www.sdtc.ca,,36,,,,exact,,unmatched,,gc:3444,https://sdtc.ca/about/accountability/info-source,https://sdtc.ca/a-propos/responsabilite/info-source
3448,False,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,,,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada–Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,https://www.cnlopb.ca/information/infosource/,200.0,https://www.cnlopb.ca/wp-content/uploads/infosourcefr.pdf,404.0,www.cnlopb.ca,www.ctnlohe.ca,cnlopb,48,,CFO,,exact,,exact,,gc:3448,https://cnlopb.ca/information/infosource,https://cnlopb.ca/wp-content/uploads/infosourcefr.pdf
