record_number,name_en,name_fr,document_types_en,document_types_fr
NRC IBD 2018,"Information Technology Based Decision Technology (remodeled, closed or transferred)","Prise de décision basée sur de résonance magnétique (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical reports, research contracts, patents, collaboration agreements.","Correspondance, notes de recherche, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC IBD 2080,"Magnetic Resonance Technology (remodeled, closed or transferred)",,"Correspondence, Committee Members, Meeting agendas, Minutes of meetings, protocol applicants, assessments, studies, technical development plans, evaluations, research studies, applications, and technical reports.",
NRC IBD 2027,"Medical Photonics (remodeled, closed or transferred)","Photonique médicale (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical reports, research contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC IBD 2005,"Neurodegenerative Diseases (remodeled, closed or transferred)","Maladies neurodégénératives (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical reports, research contracts, patents, collaboration agreements, documentation on the cooperation and liaison information between Universities.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration, documentation sur des brevets et documentation de collaboration entre les universités."
NRC PBI 8800,"Plant Products for Health and Wellness (remodeled, closed or transferred)",,"Correspondence, research files of published and unpublished data, technical reports, research contracts, patents, collaboration agreements.",
NRC PBI 0011,"Seed Systems (remodeled, closed or transferred)","Systèmes semenciers (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents; service agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC PBI 0001,"Technology Platforms (remodeled, closed or transferred)","Plateformes technologiques (remanié, aboli ou transféré)","Correspondence, Licence agreements, conference programs, workshop reports and research collaboration records.","Correspondance, ententes de licences, programmes de conférence, rapports d'ateliers et documentation sur les collaborations de recherche."
NRC IIT 0114,"Information Security (remodeled, closed or transferred)","Sécurité de l'information (remanié, aboli ou transféré)","Correspondence, analysis, presentations, policy and procedures, research studies, fee for service agreements, research and development agreements, licences agreements, and non-disclosure agreements.","Correspondance, analyse, présentations, politiques et procédures, études de recherches, ententes sur les frais de service, ententes sur la recherche et développement, ententes de licence, et ententes de non-divulgation."
NRC IIT 6002,"Interactive Information (remodeled, closed or transferred","Information interactive (remanié, aboli ou transféré","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical reports, research contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats de recherche, ententes de collaboration et documentation sur des brevets."
NRC IIT 0040,"Interactive Language Technologies (remodeled, closed or transferred)","Technologies langagières interactives (remanié, aboli ou transféré)","Correspondence, evaluation criteria, business development, fee","Correspondance, critères d'évaluation, plans de développement d'affaires, ententes sur les frais de service, mémorandums, ententes de recherche et de développement."
NRC IIT 0112,"Internet Logic (remodeled, closed or transferred)","Logique Internet (remanié, aboli ou transféré)","Correspondence, collaboration agreements, project proposals, memorandums of understanding, collaborative agreements, joint research and development agreements, licence agreements, and non-disclosure agreements.","Correspondance, ententes de collaboration, propositions de projets, protocoles d'entente, ententes de recherche conjointe, ententes de développement, licences et des ententes de non-divulgation."
NRC IIT 6001,"Knowledge Discovery (remodeled, closed or transferred)","Découvertes de connaissances (remanié, aboli ou transféré)","Correspondence, collaboration agreements, proposals, memorandum of understanding, joint research and development agreements, licences agreements and non-disclosure agreements.","Correspondance, ententes de collaboration, propositions, protocoles d'entente, ententes de recherche conjointe, ententes de développement, ententes de licence et ententes de non-divulgation."
NRC IIT 0111,"People-Centered Technologies (remodeled, closed or transferred)","Technologies axées sur les gens (remanié, aboli ou transféré)","Correspondence, proposals, reviews, and non-disclosure agreements.","Correspondance, propositions, rapports d'évaluation et ententes de non-divulgation."
NRC IIT 0004,"Software Engineering (remodeled, closed or transferred)","Génie logiciel (remanié, aboli ou transféré)","Correspondence, agreements, copyrights agreements, research agreements, licences agreements, research agreements, documents relating to the co-operation and liaison work with associations, symposium documentation, co-operation and liaison with universities, fee for service agreements, collaborative agreements, memorandum of understanding, research and development agreements, non-disclosure agreements, letters, presentation, project, seminar, financial records, governance.","Correspondance, ententes, contrats d'auteurs, ententes de recherche, ententes de licence, documentation sur la coopération et liaison avec les associations et universités, applications de symposium, ententes de frais de service, ententes de collaboration, protocoles d'entente, ententes de recherche et développement, ententes de non-divulgation, lettres, présentations, projets, séminaires, dossiers financiers et gouvernance."
NRC IIT 0005,"Visual Information Technology (remodeled, closed or transferred)","Information en technologie visuelle (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC SIM 2005,"Materials for Energy and the Environment (remodeled, closed or transferred)","Matériaux pour l'énergie et l'environnement (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, protocoles d'entente et documentation sur des brevets."
NRC SIM 2004,"Materials for Molecular Diagnostics (remodeled, closed or transferred)","Matériaux de diagnostic moléculaire (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, protocoles d'entente et documentation sur des brevets."
NRC SIM 2006,"Molecular Imaging Dynamics and Control (remodeled, closed or transferred)","Dynamique et contrôle de l'imagerie moléculaire (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical reports, research agreements, patents, collaboration agreements.","Correspondance, notes de breffage, réimpressions, ententes de recherche, sommaires de données publiées ou non, rapports techniques, contrats, ententes de recherche et de collaboration et documentation sur des brevets."
NRC SIM 2002,"Sub-Cellular Processes (remodeled, closed or transferred)","Procédés infracellulaires (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, protocoles d'entente et documentation sur des brevets."
NRC NIN 0200,"Information and Communications Technologies (remodeled, closed or transferred)","Technologies de l'information et des communications (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, research contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC NIN 0360,"Life Science-Health and Medical Devices (remodeled, closed or transferred)","Sciences de la vie - Santé et instruments médicaux (remanié, aboli ou transféré)","Correspondence, conferences, presentations, material relating to the cooperations and liaisons with provincial governments.","Correspondance, documentation sur conférences, présentations, documentation sur la liaison et la coopération avec les gouvernements provinciaux."
NRC NIN 0620,"Life Sciences, Agriculture, Food and Forestry (remodeled, closed or transferred)","Sciences de la vie - Agro-alimentaire et foresterie (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements.","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements."
NRC NIN 0631,"Nano, Ethical, Environmental, Economic, Legal and Societal Issues (remodeled, closed or transferred)","Questions de nanoéthique, d'environnement, d'économie, de droit et de société (remanié, aboli ou transféré)","Correspondence, briefing notes, presentations, and working documents, conference information, agendas, minutes of meetings, workshop material, patents, agreement, documents relating to co-operation and liaison work with other government departments and municipalities, proposals.","Correspondance, notes de breffage, présentations, documents de travail, documentation sur conférence, ordres du jour, comptes rendus, notes de réunion, ateliers, brevets, ententes, documentation sur la coopération et liaison avec d'autres ministères et des municipalités et propositions."
NRC NIN 0510,"Special Partnerships Program (remodeled, closed or transferred)","Programme de partenariats spéciaux (remanié, aboli ou transféré)","Correspondence, memoranda, requests, information material, collaboration agreements and strategic plans.","Correspondance, mémorandums, documents généraux d'information, protocoles d'entente, plans stratégiques et demandes."
NRC NIN 0280,"Sustainable Energy and Environment (remodeled, closed or transferred)","Énergie durable et environnement (remanié, aboli ou transféré)",Correspondence relating to the cooperation and liaison with universities.,Documentation sur la coopération et liaison avec les universités.
NRC IMS 0010,"Acoustical Sensing (remodeled, closed or transferred)","Détection acoustique (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, abstracts, agendas, workshop information, symposium data, memberships and financial records.","Correspondance, sommaires de données publiées ou non, réimpressions, notes de breffage, résumés, ordres du jour, ateliers d'information, documentation sur des symposiums, dossiers d'adhésions et documents financiers."
NRC IMS 0110,"Device Design, Modelling & Validation (remodeled, closed or transferred)","Conception, modélisation et validation du dispositif (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical reports, research contracts, patents, collaboration agreements.","Correspondance, sommaires de données publiées ou non, réimpressions, notes de breffage, rapports techniques, contrats de recherche, ententes de collaboration et documentation sur des brevets."
NRC IMS 0020,"Engineered Semiconductor-related Materials (remodeled, closed or transferred)","Matériaux d'ingénierie pour semi-conducteurs (remanié, aboli ou transféré)",Correspondence and publications.,Correspondance et publications.
NRC IMS 0101,"Materials Characterization (remodeled, closed or transferred)","Caractérisation des matériaux (remanié, aboli ou transféré)","Correspondence; research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration, et documentation sur des brevets."
NRC IMS 0050,"Nano-Fabrication of Information and Communication Technology-based Devices (remodeled, closed or transferred)","Nano-fabrication de dispositifs de technologies de l'information et des communications (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration and licensing agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC IMS 0300,"Prototyping & Manufacturing - Photonics (remodeled, closed or transferred)","Centre canadien de fabrication de dispositifs photoniques (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, contracts, patents, collaboration agreements","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration, et documentation sur des brevets."
NRC IAR 2000,"Aerodynamics (remodeled, closed or transferred)","Aérodynamique (remanié, aboli ou transféré)","Correspondence, briefing notes, technical reports, collaboration agreements, reports, workshop material, agendas, minutes of meeting, symposium, financial records, fee for service, non-disclosure agreements, memorandum of understanding, evaluation reviews, research studies, project and services agreement, analyses.","Correspondance, notes de breffage, notes de laboratoires, sommaires de données publiées ou non, rapports techniques, rapports d'ateliers, ordres du jour, comptes rendus, symposiums, dossiers financiers, frais de service, ententes de non-divulgation, études de recherche, protocoles d'entente, évaluations, ententes de projets et services, analyses, contrats, ententes de collaboration, documentation sur des brevets."
NRC IAR 5000,"Aerospace Manufacturing Technology (remodeled, closed or transferred)","Technologie de fabrication en aérospatiale (remanié, aboli ou transféré)","Correspondence, minutes of meetings, agendas, project plans, financial records, proposal, report, terms of reference, initiative updates, workshop material, memorandum of understanding, feasibility studies, records of decisions, news clipping, program documentation, memorandums.","Correspondance, comptes rendus de décisions, ordres du jour, plans de projets, dossier financier, propositions, rapports, mandats de comités, mises à jour des initiatives, ateliers, protocoles d'entente, études de faisabilité, communiqués de presse, documentation sur les programmes et mémorandums."
NRC IAR 4000,"Flight Research (remodeled, closed or transferred)","Recherche en vol (remanié, aboli ou transféré)","Correspondence, briefing notes, technical reports, minutes of meetings, agendas, financial reports, licences, agreements.","Correspondance, notes de breffage, rapports techniques, comptes rendus, ordres du jour, rapports financiers, licences et ententes."
NRC IAR 7000,"Gas Turbine (remodeled, closed or transferred)","Turbines à gaz (remanié, aboli ou transféré)","Correspondence, briefing notes, technical reports, research contracts, agendas, minutes of meetings, material on co-operation and liaison with associations and international countries, financial records, reports, testing reports, proposals, reviews, non-disclosure agreements, memorandums, assessments, terms of reference, correspondence with other government departments, marketing plans, studies, service and construction contracts, publications, project proposals, evaluation.","Correspondance, notes de breffage, rapports techniques, contrats de recherches, ordres du jour, comptes rendus de décisions, documentation sur la coopération et la liaison avec les associations et les pays étrangers, dossiers financiers, rapports, essais, propositions, mandats des comités, ententes de non-divulgation, mémorandums, évaluations, correspondance avec d'autres ministères, plans de commercialisation, études, contrats de services et de construction, publications, et évaluations de projets."
NRC IAR 3000,"Structure and Materials Performance (remodeled, closed or transferred)","Performance des structures et des matériaux (remanié, aboli ou transféré)","Correspondence; research files of published and unpublished data, reprints, briefing notes, technical reports, research contracts, patents, collaboration agreements, surveys, reports, memorandums, initiative updates, agendas, minutes of meeting and procedures, reviews, conferences, workshop material, presentations, documents relating to the co-operation and liaison with association, international countries, provincial governments, plans and priorities, financial records, funding guidelines, publications, evaluation reports, research studies, tests, statistical reports, proposals, statement of work, analyses, non-disclosure agreement, assessments, and feasibility studies","Correspondance, sommaires de données publiées ou non, réimpressions, notes de breffage, rapports techniques, contrats de recherche, ententes de collaboration, documentation sur des brevets, études, rapports, mémorandums, mises-à-jour des initiatives, ordres du jour, comptes rendus et procédures, programmes de conférences, ateliers, présentations, documentation sur la coopération et liaison avec les associations, les pays étrangers et les gouvernements provinciaux, documentation sur les plans et priorités, dossiers financiers, lignes directrices de financement, publications, rapports d'évaluations, études de recherche, examens, rapports statistiques, propositions, énoncés de travail, analyses, ententes de non-divulgation, évaluations et études de faisabilité."
NRC IRC 0200,"Building Envelope and Structure (remodeled, closed or transferred)","Enveloppe et structure du bâtiment (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, briefing notes, technical reports, research contracts, conferences, agendas, minutes of meetings, manuals, laboratory notebooks, work instructions, contracts, financial records, research projects, and audit report.","Correspondance, notes de breffage, notes de laboratoire, rapports techniques, contrats de recherches, documentation sur des conférences, ordres du jour, comptes rendus, manuels, directives de travail, dossiers financiers, projets de recherche et vérifications."
NRC IRC 0110,"Codes and Evaluation (remodeled, closed or transferred)","Codes et évaluation (remanié, aboli ou transféré)","Correspondence, technical reports and studies, minutes of meetings, briefing notes, and memoranda of understanding, publications, presentations, agendas, workshop materials, memorandums, reports, proposal, meetings, assessment, research project, analyses.","Correspondance, rapports et études techniques, comptes rendus, notes de breffage, protocoles d'entente, publications, présentations, ordres du jour, fichiers sur les ateliers, mémorandums, rapports, propositions, réunions, évaluations, projets de recherche et analyses."
NRC IRC 0300,"Fire Research (remodeled, closed or transferred)","Recherche en incendie (remanié, aboli ou transféré)","Correspondence, technical reports and studies, minutes of meetings, briefing notes, memorandums of understanding, agreements, presentations, policy documents, forum, reports, memorandums, project, operating plans, financial records, agendas, publications, research news, testing, assessments, contracts, work instructions, and project proposals.","Correspondance, politiques internes, notes de laboratoire, sommaires de données publiées ou non, rapports techniques et études, comptes rendus, notes de breffage, protocoles d'entente, ententes, présentations, politiques, documentation, rapports, mémorandums, projets, plans d'opération, dossiers financiers, ordres du jour, publications, nouvelles de recherche, essais, évaluations, contrats, directives de travail et propositions de projets."
NRC IRC 0400,"Indoor Environment (remodeled, closed or transferred)","Environnement intérieur (remanié, aboli ou transféré)","Correspondence, minutes of meetings, agendas, workshop, presentations, publications, panel meetings, meetings, memorandums, quality audits, reviews, financial records, work instructions, audit reports, quality reports, contracting, research collaboration, terms of reference, inspection report, licences, performance criteria, impact tests documents, description of acoustical test methods, development of noise criteria, evaluation test reports, measurement methods, and development of quality indicators","Correspondance, ordres du jour, comptes rendus, ateliers, présentations, publications, réunion des évaluateurs, documentation de réunions, mémorandums, évaluations, critères de performance, essais d'impact, critères de mesure du bruit, rapports techniques, méthodes de mesure et indicateurs de qualité"
NRC IRC 0500,"Urban Infrastructure (remodeled, closed or transferred)","Infrastructures urbaines (remanié, aboli ou transféré)","Guidelines, general correspondence, internal research reports, management documents, notes on meetings and conferences, publications, audit reports, documents related to the co-operation and liaison with associations, with international countries, with provincial government, and with other government departments, co-operation and liaison proposals, research projects, contracts, financial reports, work instructions, audit reports, and quality audits.","Directives, correspondance générale, rapports de recherche interne, documents de gestion, notes de réunions et conférences, publications, rapports d'évaluation, documentation sur la coopération et liaison avec les associations, les pays étrangers et les gouvernements provinciaux, correspondance avec ministères, propositions, projets de recherche, contrats, rapports financiers, directives de travail et rapports d'évaluations."
NRC IMI 0020,"Aluminium Technologies and Regional Innovation (remodeled, closed or transferred)",,Correspondence and publications.,
NRC IMI 0030,"Competitive Materials Manufacturing (remodeled, closed or transferred)","Fabrication compétitive des matériaux (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, research contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC IMI 0010,"Next Generation Biomedical Devices (remodeled, closed or transferred)","Prochaine génération d'instruments biomédicaux (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, technical reports, research contracts, patents, collaboration agreements.","Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration et documentation sur des brevets."
NRC CSTT 1010,"Centre for Surface Transportation Technology (remodeled, closed or transferred)","Centre de technologie des transports de surface (remanié, aboli ou transféré)","Correspondence, research contracts, collaboration agreements between departments, business plans, analysis, studies, and technical reports.","Correspondance, contrats de recherche, accords de collaboration entre ministères, plans d'affaires, analyses, études et rapports techniques."
