institution_id,institution_name_en,institution_name_fr,bank_number_key,language,language_label,related_record_number,relationship_scope,relationship_scope_label,resolved,resolution_label,cor_record_number,cor_record_number_display
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 078,en,English,PCH PAC 050,institution_specific,Institution-specific class,true,Resolved,PCH PAC 050,PCH PAC 050
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 078,fr,French,PCH PAC 050,institution_specific,Institution-specific class,true,Resolved,PCH PAC 050,PCH PAC 050
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 070,en,English,PCH PAC 050,institution_specific,Institution-specific class,true,Resolved,PCH PAC 050,PCH PAC 050
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 070,fr,French,PCH PAC 050,institution_specific,Institution-specific class,true,Resolved,PCH PAC 050,PCH PAC 050
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 220,en,English,PCH SPT 005,institution_specific,Institution-specific class,true,Resolved,PCH SPT 005,PCH SPT 005
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 220,fr,French,PCH SPT 005,institution_specific,Institution-specific class,true,Resolved,PCH SPT 005,PCH SPT 005
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 232,en,English,PCH SPT 015,institution_specific,Institution-specific class,true,Resolved,PCH SPT 015,PCH SPT 015
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 232,fr,French,PCH SPT 015,institution_specific,Institution-specific class,true,Resolved,PCH SPT 015,PCH SPT 015
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 071,en,English,PCH PAC 050,institution_specific,Institution-specific class,true,Resolved,PCH PAC 050,PCH PAC 050
ati-schedule-i-department-of-canadian-heritage,Department of Canadian Heritage,Ministère du Patrimoine canadien,PCH PPU 071,fr,French,PCH PAC 050,institution_specific,Institution-specific class,true,Resolved,PCH PAC 050,PCH PAC 050
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 007,en,English,CIC ASB 011,institution_specific,Institution-specific class,true,Resolved,CIC ASB 011,CIC ASB 011
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 007,en,English,CIC APB 001,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 007,fr,French,CIC ASB 011,institution_specific,Institution-specific class,true,Resolved,CIC ASB 011,CIC ASB 011
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 007,fr,French,CIC APB 001,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 008,en,English,CIC ASB 008,institution_specific,Institution-specific class,true,Resolved,CIC ASB 008,CIC ASB 008
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 008,fr,French,CIC ASB 008,institution_specific,Institution-specific class,true,Resolved,CIC ASB 008,CIC ASB 008
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 009,en,English,CIC ASB 008,institution_specific,Institution-specific class,true,Resolved,CIC ASB 008,CIC ASB 008
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 009,fr,French,CIC ASB 008,institution_specific,Institution-specific class,true,Resolved,CIC ASB 008,CIC ASB 008
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 010,en,English,CIC ASB 010,institution_specific,Institution-specific class,true,Resolved,CIC ASB 010,CIC ASB 010
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 010,fr,French,CIC ASB 010,institution_specific,Institution-specific class,true,Resolved,CIC ASB 010,CIC ASB 010
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 013,en,English,CIC ASB 013,institution_specific,Institution-specific class,true,Resolved,CIC ASB 013,CIC ASB 013
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 013,en,English,CIC ASB 014,institution_specific,Institution-specific class,true,Resolved,CIC ASB 014,CIC ASB 014
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 013,fr,French,CIC ASB 013,institution_specific,Institution-specific class,true,Resolved,CIC ASB 013,CIC ASB 013
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 013,fr,French,CIC ASB 014,institution_specific,Institution-specific class,true,Resolved,CIC ASB 014,CIC ASB 014
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 042,en,English,CIC AOB 005,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 042,fr,French,CIC AOB 005,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 050,en,English,CIC ASB 004,institution_specific,Institution-specific class,true,Resolved,CIC ASB 004,CIC ASB 004
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 050,fr,French,CIC ASB 004,institution_specific,Institution-specific class,true,Resolved,CIC ASB 004,CIC ASB 004
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 051,en,English,CIC ASB 017,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 051,fr,French,CIC ASB 017,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 052,en,English,CIC AOB 003,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 052,fr,French,CIC AOB 003,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 054,en,English,CIC ASB 018,institution_specific,Institution-specific class,true,Resolved,CIC APB 018,CIC APB 018
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 054,fr,French,CIC ASB 018,institution_specific,Institution-specific class,true,Resolved,CIC APB 018,CIC APB 018
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 055,en,English,CIC ASB 009,institution_specific,Institution-specific class,true,Resolved,CIC ASB 009,CIC ASB 009
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 055,en,English,CIC ASB 012,institution_specific,Institution-specific class,true,Resolved,CIC ASB 012,CIC ASB 012
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 055,fr,French,CIC ASB 009,institution_specific,Institution-specific class,true,Resolved,CIC ASB 009,CIC ASB 009
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 055,fr,French,CIC ASB 012,institution_specific,Institution-specific class,true,Resolved,CIC ASB 012,CIC ASB 012
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 062,en,English,CIC ASB 020,institution_specific,Institution-specific class,true,Resolved,CIC ASB 020,CIC ASB 020
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 062,fr,French,CIC ASB 020,institution_specific,Institution-specific class,true,Resolved,CIC ASB 020,CIC ASB 020
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 065,en,English,CIC ASB 021,institution_specific,Institution-specific class,true,Resolved,CIC ASB 021,CIC ASB 021
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 065,en,English,CIC ASB 011,institution_specific,Institution-specific class,true,Resolved,CIC ASB 011,CIC ASB 011
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 065,en,English,CIC APB 001,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 065,fr,French,CIC ASB 021,institution_specific,Institution-specific class,true,Resolved,CIC ASB 021,CIC ASB 021
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 065,fr,French,CIC ASB 011,institution_specific,Institution-specific class,true,Resolved,CIC ASB 011,CIC ASB 011
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 065,fr,French,CIC APB 001,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 066,en,English,CIC ASB 008,institution_specific,Institution-specific class,true,Resolved,CIC ASB 008,CIC ASB 008
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 066,fr,French,CIC ASB 008,institution_specific,Institution-specific class,true,Resolved,CIC ASB 008,CIC ASB 008
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 067,en,English,CIC ASB 016,institution_specific,Institution-specific class,true,Resolved,CIC ASB 016,CIC ASB 016
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 067,fr,French,CIC ASB 016,institution_specific,Institution-specific class,true,Resolved,CIC ASB 016,CIC ASB 016
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 068,en,English,CIC ASB 016,institution_specific,Institution-specific class,true,Resolved,CIC ASB 016,CIC ASB 016
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 068,en,English,CIC ASB 009,institution_specific,Institution-specific class,true,Resolved,CIC ASB 009,CIC ASB 009
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 068,en,English,CIC ASB 012,institution_specific,Institution-specific class,true,Resolved,CIC ASB 012,CIC ASB 012
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 068,fr,French,CIC ASB 016,institution_specific,Institution-specific class,true,Resolved,CIC ASB 016,CIC ASB 016
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 068,fr,French,CIC ASB 009,institution_specific,Institution-specific class,true,Resolved,CIC ASB 009,CIC ASB 009
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 068,fr,French,CIC ASB 012,institution_specific,Institution-specific class,true,Resolved,CIC ASB 012,CIC ASB 012
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 072,en,English,CIC AOB 006,institution_specific,Institution-specific class,true,Resolved,CIC AOB 006,CIC AOB 006
ati-schedule-i-department-of-citizenship-and-immigration,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l’Immigration,IRCC PPU 072,fr,French,CIC AOB 006,institution_specific,Institution-specific class,true,Resolved,CIC AOB 006,CIC AOB 006
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 020,en,English,CIRNAC NAO 140,institution_specific,Institution-specific class,true,Resolved,CIRNAC NAO 140,CIRNAC NAO 140
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 170,en,English,CIRNAC NAO 276,institution_specific,Institution-specific class,true,Resolved,CIRNAC NAO 276,CIRNAC NAO 276
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 136,en,English,CIRNAC NAO 266,institution_specific,Institution-specific class,true,Resolved,CIRNAC NAO 266,CIRNAC NAO 266
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 140,en,English,CIRNAC NAO 266,institution_specific,Institution-specific class,true,Resolved,CIRNAC NAO 266,CIRNAC NAO 266
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 806,en,English,CIRNAC NAO 286,institution_specific,Institution-specific class,true,Resolved,CIRNAC NAO 286,CIRNAC NAO 286
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 155,en,English,CIRNAC NAO 286,institution_specific,Institution-specific class,true,Resolved,CIRNAC NAO 286,CIRNAC NAO 286
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 300,en,English,CIRNAC CFO 040,institution_specific,Institution-specific class,true,Resolved,CIRNAC CFO 040,CIRNAC CFO 040
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 250,en,English,CIRNAC CFO 250,institution_specific,Institution-specific class,true,Resolved,CIRNAC CFO 250,CIRNAC CFO 250
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPE 802,en,English,AANDC DMO 100,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PSU 941,en,English,PRN 916,standard,Standard class,true,Resolved,916,PRN 916 / NDP 916
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 151,en,English,CIRNAC AES 151,institution_specific,Institution-specific class,true,Resolved,CIRNAC AES 151,CIRNAC AES 151
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 151,en,English,ISC FNI 005,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 151,en,English,ISC FNI 010,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-crown-indigenous-relations-and-northern-affairs,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,CIRNAC PPU 151,en,English,ISC FNI 015,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 291,en,English,ESDC PMMC 001,institution_specific,Institution-specific class,true,Resolved,ESDC PMMC 001,ESDC PMMC 001
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 291,fr,French,EDSC PEAD 001,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 650,en,English,ESDC PMVA 205,institution_specific,Institution-specific class,true,Resolved,ESDC PMVA 205,ESDC PMVA 205
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 650,fr,French,EDSC PPMPB 205,institution_specific,Institution-specific class,true,Resolved,ESDC PMVA 205,ESDC PMVA 205
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 038,en,English,ESDC IS 049,institution_specific,Institution-specific class,true,Resolved,ESDC IS 049,ESDC IS 049
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 038,fr,French,EDSC SR 049,institution_specific,Institution-specific class,true,Resolved,ESDC IS 049,ESDC IS 049
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 146,en,English,ESDC IAP 064,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 064,ESDC IAP 064
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 146,fr,French,EDSC IET 064,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 064,ESDC IAP 064
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 140,en,English,ESDC IAP 064,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 064,ESDC IAP 064
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 140,fr,French,EDSC IET 064,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 064,ESDC IAP 064
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,en,English,ESDC IS 045,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,en,English,ESDC IS 046,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,en,English,ESDC IS 047,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,en,English,ESDC IAP 059,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 059,ESDC IAP 059
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,fr,French,EDSC SR 045,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,fr,French,EDSC SR 046,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,fr,French,EDSC SR 047,institution_specific,Institution-specific class,false,Needs review,,
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 649,fr,French,EDSC IET 059,institution_specific,Institution-specific class,true,Resolved,EDSC IET 059,EDSC IET 059
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 116,en,English,ESDC IAP 063,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 063,ESDC IAP 063
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 116,fr,French,EDSC IET 063,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 063,ESDC IAP 063
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 336,en,English,ESDC IAP 063,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 063,ESDC IAP 063
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 336,fr,French,EDSC IET 063,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 063,ESDC IAP 063
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 102,en,English,ESDC UCCB 200,institution_specific,Institution-specific class,true,Resolved,ESDC UCCB 200,ESDC UCCB 200
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 102,fr,French,EDSC PUGE 200,institution_specific,Institution-specific class,true,Resolved,ESDC UCCB 200,ESDC UCCB 200
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 395,en,English,ESDC IAP 545,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 545,ESDC IAP 545
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 395,fr,French,EDSC IET 545,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 545,ESDC IAP 545
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 171,en,English,ESDC IAP 059,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 059,ESDC IAP 059
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 171,en,English,ESDC IAP 070,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 070,ESDC IAP 070
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 171,fr,French,EDSC IET 059,institution_specific,Institution-specific class,true,Resolved,EDSC IET 059,EDSC IET 059
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 171,fr,French,EDSC IET 070,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 070,ESDC IAP 070
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 118,en,English,ESDC IAP 059,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 059,ESDC IAP 059
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 118,en,English,ESDC IAP 070,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 070,ESDC IAP 070
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 118,fr,French,EDSC IET 059,institution_specific,Institution-specific class,true,Resolved,EDSC IET 059,EDSC IET 059
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 118,fr,French,EDSC IET 070,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 070,ESDC IAP 070
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 506,en,English,ESDC LB 113,institution_specific,Institution-specific class,true,Resolved,ESDC LB 113,ESDC LB 113
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 506,fr,French,EDSC DGA 113,institution_specific,Institution-specific class,true,Resolved,ESDC LB 113,ESDC LB 113
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 151,en,English,ESDC IAP 070,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 070,ESDC IAP 070
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 151,en,English,ESDC IAP 071,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 071,ESDC IAP 071
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 151,fr,French,EDSC IET 070,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 070,ESDC IAP 070
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 151,fr,French,EDSC IET 071,institution_specific,Institution-specific class,true,Resolved,ESDC IAP 071,ESDC IAP 071
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 030,en,English,ESDC LB 110,institution_specific,Institution-specific class,true,Resolved,ESDC LB 110,ESDC LB 110
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 030,en,English,ESDC LB 111,institution_specific,Institution-specific class,true,Resolved,ESDC LB 111,ESDC LB 111
ati-schedule-i-department-of-employment-and-social-development,Department of Employment and Social Development,Ministère de l’Emploi et du Développement social,ESDC PPU 709,en,English,ESDC LB 115,institution_specific,Institution-specific class,true,Resolved,ESDC LB 115,ESDC LB 115
