record_number,name_en,name_fr,document_types_en,document_types_fr
FedNor 101,Class of records for grants and contributions under Community Economic Development and Diversification,Catégorie de documents pour les subventions et les contributions dans le cadre du programme Développement et diversification économiques des collectivités,"Includes applications for financial assistance, agreements, legal notices, correspondence, newspaper clippings, audit reports, evaluation reports, program analysis reports, policy statements, priority statements, intervention parameters, regional strategies, financial reports, repayment schedules, meeting minutes, statements of work, project fact sheet for news releases, project summary forms, letters of intent, letters of offer, funding guidelines, manuals, briefing notes, Question Period notes for the House of Commons, business plans, marketing plans, communication plans/documents, Internet site, memoranda of understanding, publications, research reports, bid results reports, client follow-up reports, credit check reports, audit reports, miscellaneous reports and recommendations.",
FedNor 102,Class of records for grants and contributions under the Regional Innovation Ecosystem,Catégorie de documents pour les subventions et les contributions dans le cadre du programme Écosystème régional de l'innovation,"Includes agreements, legal notices, correspondence, newspaper clippings, applications for financial assistance, audit reports, evaluation reports, program analysis reports, policy statements, priority statements, intervention parameters, regional strategies, financial reports, repayment schedules, meeting minutes, statements of work, project summary forms, letters of intent, letters of offer, funding guidelines, manuals, briefing notes, Question Period notes for the House of Commons, business plans, marketing plans, communication plans/documents, Internet site, memoranda of understanding, publications, research reports, bid results reports, client follow-up reports, credit check reports, audit reports, miscellaneous reports and recommendations.",
FedNor 103,Class of records for grants and contributions under Business Development,Catégorie de documents pour les subventions et les contributions dans le cadre du programme Développement des affaires,"Includes agreements, legal notices, correspondence, newspaper clippings, applications for financial assistance, audit reports, evaluation reports, program analysis reports, policy statements, priority statements, intervention parameters, regional strategies, financial reports, repayment schedules, meeting minutes, statements of work, project summary forms, letters of intent, letters of offer, funding guidelines, manuals, briefing notes, Question Period notes for the House of Commons, business plans, marketing plans, communication plans/documents, Internet site, memoranda of understanding, publications, research reports, bid results reports, client follow-up reports, follow-up reports, credit check reports, audit reports, miscellaneous reports and recommendations.",
