record_number,name_en,name_fr,document_types_en,document_types_fr
FIN FSP 001,Financial Institutions Analysis and Transactions,Analyses des institutions financières,"Agendas, briefing notes, contracts, correspondence, emails, evaluation criteria, house cards, Memoranda, minutes of meetings, policies, procedures, project plans, proposals, statements of work, statistical reports, surveys.","Critères d'évaluation, comptes rendus de réunions, contrats, courriels, énoncés de travail, fiches parlementaires, lettres, notes d'information, notes de service, plans de projet, politiques, procédures, programmes, sondages, soumissions et rapports statistiques."
FIN FSP 014,Financial Institutions Framework Policy and Structural Initiatives,Cadre des institutions financières,"Agendas, contracts, correspondence, emails, evaluation criteria, house cards, legislative and regulatory documents, Memoranda, minutes of meetings, presentations, proposals, procedures, policies, project plans, statements of work, statistical reports, surveys.","Contrats, critères d’évaluation, correspondance, courriers électroniques, documents législatifs et réglementaires, énoncés de travail, fiches parlementaires, propositions, mémoires, procédures, politiques, plans de projets, sondages, rapports statistiques, ordres du jour, procès-verbaux de réunions, et présentations."
FIN FSP 015,Financial Sector Integrity and National Security,Intégrité du secteur financier et sécurité nationale,"Agreements, applications, briefing notes, correspondence, emails, house cards, memorandums, minutes of meetings, notifications, presentations, reports, research and position papers.","Courriels, rapports, avis, demandes, notes de service, documents de recherche, exposés de position, comptes rendus de réunions, notes d’information, présentations, accords, lettres et fiches parlementaires."
FIN FSP 005,Financial Stability Issues,Enjeu de Stabilité Financière,"Agreements, briefing notes, correspondence, emails, house cards, memorandums, minutes of meetings, presentations, reports.","Accords, correspondance, courriels, fiche parlementaire, lettres, notes de breffage, notes de services, présentations, procès verbaux de réunions et rapports."
FIN FSP 012,Housing Finance Policy,Examen du financement à l'habitation,"Agendas, contracts, correspondence, emails, house cards, Memoranda, proposals, evaluation criteria, Memoranda, minutes of meetings, policies, procedures, project plans, statements of work, statistical reports, surveys.","Comptes rendus de réunions, contrats, courriels, critères d'évaluation, énoncés de travail, fiches parlementaires, lettres, notes de service, notes d'information, plans de projet, politiques, procédures, programmes, rapports statistiques, sondages et soumissions."
FIN FSP 004,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,"Agendas, contracts, correspondence, emails, evaluation criteria, guidelines, Memoranda, minutes of meetings, policies, procedures, project plans, proposals, rulings, surveys, statements of work, statistical reports.","comptes rendus de réunions, contrats, correspondance, courriels, décisions, énoncés de travail, lignes directrices, notes de service, politiques, plans de projet, procédures, programmes, rapports sondages, soumissions et statistiques."
FIN FSP 157,Other Issues,Autres Enjeux,"Agendas, contracts, correspondence, evaluation criteria, Memoranda, minutes of meetings, policies, procedures, proposals, project plans, statements of work, statistical reports, surveys.","Comptes rendus de réunions, contrats, courriels, critères d'évaluation, énoncés de travaux, notes, ordres du jour, plans de projet, politiques, procédures, propositions, rapports statistiques et sondages."
FIN FSP 007,Payments,Paiements,"Agreements, briefing notes, correspondence, emails, house cards, memorandums, minutes of meetings, presentations, reports.","Accords, correspondance et cartes de visite, courriels, notes de service, notes d'information, présentations, procès-verbaux de réunions et rapports."
FIN FSP 002,Pensions,Enjeux des consommateurs,"Agreements, briefing notes, correspondence, emails, house cards, memorandums, minutes of meetings, presentations, reports.","Comptes rendus de réunions, contrats, courriels, critères d'évaluation, énoncés de travaux, notes, ordres du jour, plans de projet, politiques, procédures, propositions, sondages, rapports statistiques et propositions."
FIN FSP 006,Markets and Securities Policy,Politiques des marchés et des valeurs mobilières,"Agreements, briefing notes, correspondence, emails, house cards, memorandums, minutes of meetings, presentations, reports.","Accords, comptes rendus de réunions, , courriels, fiches parlementaires, lettres, notes de service, notes d'information, présentations et rapports."
FIN FID 009,Structural Initiatives related to Financial Sector Issues,Planification Stratégique relié au secteur financier,"Agendas, contracts, correspondence, emails, evaluation criteria, house cards, legislative and regulatory documents, Memoranda, minutes of meetings, policies, project plans, procedures, proposals, statements of work, surveys, statistical reports.","comptes rendus de réunions, correspondance, contrats, critères d'évaluation, énoncés de travaux, fiches parlementaires, notes, ordres du jour, plans de projet, politiques, procédures, propositions, sondages, statistiques, rapports et réformes législatives et réglementaires."
FIN IER 565,Agreements,Accords,"Agreements, briefing notes, correspondence, house cards.","Accords, correspondance, courriels, fiches parlementaires et notes d’information."
FIN IER 551,Anti-dumping,Antidumping,"Briefing notes, correspondence, emails, house cards, Memoranda.","Correspondance, courriels, fiches parlementaires, notes de breffage et note de service."
FIN TAR 695,"Canada - United States Free Trade Agreement, North America Free Trade Agreement, Canada-United States-Mexico Agreement","Accord de libre-échange entre le Canada et les États-Unis et l'accord de libre-échange Nord-Américain, l’accord Canada-États-Unis-Mexique","Agreements, articles of the agreements, briefing notes, correspondence, emails, house cards.","Accord de libre-échange entre le Canada et les États-Unis, Accord de libre-échange nord-américain, l’accord Canada-États-Unis-Mexique, articles des Accords, correspondance, note d'information et fiches parlementaires."
FIN IER 557,"Canada - United States of America, and Mexico Trade Agreement",Accord entre le Canada les États-Unis et le Mexique,"Agreements, correspondence, briefing notes, emails, house cards.","Accord de libre-échange nord-américain, correspondance, courriels, fiches parlementaires et note de breffage."
FIN IER 553,Canada United States Trade Agreement,Accord entre le Canada et les États-Unis,"Agreements, briefing notes, correspondence, emails, house cards.","Accord de libre-échange, correspondance, courriels, fiches parlementaires et note de breffage."
FIN WTO 001,Canada-Chile Free Trade Agreement,Accord de libre-échange entre le Canada et le Chili,"Agreements, articles of the Agreements briefing notes, correspondence, emails, house cards.","Accord de libre-échange entre le Canada et le Chili; Articles de l'Accord, correspondance, courriels, fiches parlementaires et note de breffage."
FIN WTO 002,Canada-Israel Free Trade Agreement,Accord de libre-échange entre le Canada et Israël,"Agreements, articles of the Agreements, briefing notes, correspondence, emails, house cards.","Accord de libre-échange entre le Canada et l'Israël; Articles de l'Accord, correspondance, courriels, fiches parlementaires et note de breffage."
FIN IFD 625,Canadian Development Assistance Programs,Aide canadienne au développement - Programmes,"Briefing notes, correspondence, emails, house cards, Memoranda, projects, reports, reviews.","Correspondance, courriels, examens, fiches parlementaires, notes de breffage, Notes de service rapport."
FIN IFD 630,Commonwealth Relations,Relations avec le Commonwealth,"Briefing notes, correspondence, emails, house cards, Memoranda.","Correspondance, courriels, fiches parlementaires, note de breffage et notes de service."
FIN IFD 610,Economic and Statistical Reports on International Economic and Financial Activity,Rapports économiques statistiques sur les activités économiques et financières internationales,"Briefing notes, correspondence, emails, house cards, reports.","Correspondance, courriels, fiches parlementaires, notes de breffage et rapports."
FIN IER 554,European Union Trade Relations,Relations commerciales de l'Union européenne,"Briefing notes, correspondence, emails, house cards, Memoranda.","Correspondance, courriels, fiches parlementaires, notes de breffage et note de services."
FIN IFD 635,Export Finance Programs,Programmes de financement des exportations,"Briefing notes, correspondence, emails, house cards, Memoranda.","Correspondance, courriels, fiches parlementaires, notes de breffage et notes de service."
FIN IFD 633,Francophone Relations,Relations avec les francophones,"Briefing notes, correspondence, emails, house cards, reports.","Correspondance, courriels, fiches parlementaires, notes de breffage et rapports."
FIN TAR 690,General Agreement on Tariffs and Trade,Accord général sur les tarifs douaniers et le commerce,"Article XXVIII renegotiations for the multilateral reduction of customs duties, briefing notes, correspondence, emails, house cards.","Correspondance, courriels, notes d’information et fiches parlementaires et Renégociations en vertu de l'article XXVIII aux fins de la réduction multilatérale des droits de douane."
FIN WTO 003,General Agreement on World Trade Organization,Accord général concernant Organisation mondiale du commerce,"Articles of agreement, briefing notes, correspondence, emails, house cards.","Articles de l'Accord; correspondance, courriels, fiches parlementaires et notes de breffage."
