bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
ISED PPU 050,Inquiries and Compliance Activities Personal Information Bank,,ISED PPU 050,,"This bank describes information on individuals and corporations that have filed a complaint or are the subject of an inquiry or a compliance activity under the *Canada Business Corporations Act* (CBCA), the *Canada Not-for-Profit Corporations Act* (NFP Act), the *Canada Cooperatives Act* (Coops Act) or the *Canada Corporations Act* (CCA). The personal information may include names.",,"Shareholders, creditors, directors, officers or members of the corporation that have filed a complaint or who are the subject of an inquiry or a compliance activity.",,,,,,"Personal information is collected pursuant to the *Canada Business Corporations Act* (CBCA), the *Canada Not-for-Profit Corporations Act* (NFP Act), the *Canada Cooperatives Act* (Coops Act), the *Canada Corporations Act* (CCA). The personal information is used in the context of an inquiry or a compliance activity with respect to possible non compliance with the CBCA, NFP Act, Coops Act or CCA.",,"The information may be used or disclosed for the following purposes: pertaining to the nature of the complaint, the identification of the complainant, the complainant's letter and also information obtained in the context of an inquiry or a compliance activity can be referred to other federal or provincial agencies (securities commissions, police authorities: e.g., the RCMP, the Ontario Provincial Police, the Sûreté du Québec, etc.) and also, with the consent of the complainant, to the corporation or individual person who is the object of a complaint or a compliance activity.",,Records will be retained for 6 years after the last administrative action and then are destroyed.,,2016/007,,IS-SI-01-010-07,,,,003304,
ISED PPU 049,Notices of Directors of Corporations Personal Information Bank,,ISED PPU 049,,"This bank describes information that is about individuals who became or ceased to be directors of boards of trade and corporations in accordance with the *Boards of Trade Act*, the *Canada Business Corporations Act* (CBCA), the *Canada Not-for-profit Corporations Act* (NFP Act), the *Canada Cooperatives Act* (Coop Act), the *Canada Corporations Act* (CCA). Names and addresses of directors are available to the public by request from Corporations Canada. Copies of notices, which may include the residential addresses of directors, are made available to the public upon request. The information is available through the corporation file. The bank also records any personal information obtained through the Corporate Name Information Form. The personal information may include name and contact information.",,Directors of corporations and incorporators.,,,,,,"The personal information is obtained in compliance with the reporting requirements of the *Boards of Trade Act* (BOTA), the *Canada Business Corporations Act* (CBCA), the *Canada Not-for-profit Corporations Act* (NFP Act), the *Canada Cooperatives Act* (Coop Act), and the *Canada Corporations Act* (CCA). The information regarding directors of corporations is obtained in compliance with the reporting requirements of the CBCA, the NFP Act, the CCA, and the Coop Act. The information obtained through the Corporate Name Information Form is to enable the Director appointed under the CBCA, the NFP Act, and the Coop Act, to make a name decision. Personal information is collected pursuant to the BOTA, the CBCA, the NFP Act, the Coop Act, and the CCA.",,There are no consistent uses for this PIB.,,Records will be retained for a minimum of 6 years after last administrative action related to the corporation and then are destroyed.,,2016/007,,IS-SI-01-010-07,,,,001947,
ISED PPU 051,Beneficial Ownership Transparency Personal Information Bank,,ISED PPU 051,,"This personal information bank contains: 1. Information about individuals who possess significant control over federally incorporated companies. The personal information collected includes (in connection with the identity of the individual): date of birth; residential address; non-residential address for service; country of citizenship; country of residence for income tax purposes; the dates on which the individual became and ceased to be an individual with significant control over a corporation; and a description of how the individual has significant control over a corporation. In circumstances where information is provided by a third-party who is an authorized agent of a federally incorporated company, the personal information collected will also include the identity of the third party who provided the information in respect of the individual who has significant control of a corporation, and that person's contact information, and role as an authorized agent. 2. Discrepancy report information reported by reporting entities regulated under the *Proceeds of Crime, (Money Laundering) and Terrorist Financing Act* (PCTFA). The personal information collected includes: (a) in respect of a reporting entity: person's or entity's name, type of person or entity as described in any of paragraph paragraphs 5(a) to (h.1) and (k) of the PCTFA or, if person or entity is referred to in paragraph 5(i), (j) or (l) of the PCTFA, the type of prescribed business, profession or activity referred to in that paragraph, identification number assigned to the person or entity by FINTRAC, number that identifies place of business, address of place of business, person's or entity's email address, if provided, contact person's name, contact person's email address, contact person's telephone number; and (b) in respect of the material discrepancy: name of reported company, identifying number on its certificate of incorporation, amalgamation or continuance, date on which the discrepancy was identified, description of discrepancy (selected individual with significant control information fields for which the reporting entity identified a material discrepancy between the beneficial ownership information obtained and the individuals with significant control information in Corporations Canada's database).",,"(1) Individuals who possess significant control (controlling interest) over a private federally incorporated company, (2) third-party individuals who are agents of said corporations, and who are authorized to provide the information and (3) contact persons (who represent persons and entitles regulated under the PCTFA who are authorized to report a material discrepancy).",,,,,,"The personal information collected is used to help combat income tax evasion, money laundering, terrorist financing, other financial crimes and the use of corporations as vehicles for illegal activities. It is also used to validate the identities of individuals who possess significant control over corporations across multiple jurisdictions, to inform marketplace decision-making, to support research, and to manage investment risks. The information is collected pursuant to subsections 21.21(1) and (2) of the *Canada Business Corporations Act* (CBCA). Discrepancy reporting information is collected to help Corporations Canada maintain an accurate and reliable Individuals with Significant Control (ISC) register. The information is collected pursuant to sections 138(1) and (2) and 138.1(1) of the Proceeds of Crime (Money Laundering) and *Terrorist Financing Regulations* (PCTFR).",,"Some of the personal information is made public pursuant to the requirements of the CBCA, including, to the exclusion of minors: (the name of the individual who exercises significant control of a corporation; that individual's residential address, if it was the only address provided by the individual; the dates on which that individual became and ceased to be an individual with significant control; and a description on how that individual exercises or possesses significant control). Any of the personal information that is not in the public domain may be shared with the Canada Revenue Agency, the Royal Canadian Mounted Police, the Financial Transactions and Reports Analysis Centre of Canada, other investigative bodies detailed in the CBCA legislation (which may be foreign or domestic), and with Canada's provinces and territories, all for the purposes of validating the integrity of information across multiple jurisdictions, and for investigating and combatting financial crimes and other illegal activities.",,"New personal information collected by ISED for the purpose of beneficial ownership transparency will be retained in electronic format only, for a minimum of six years, (pursuant to the CBCA legislation) when superseded. Information that is not superseded with new information will be retained indefinitely. Discrepancy reporting report information will be kept for a minimum of five years after it is created given that reporting entities are required under the PCTFR to keep a copy of the notice of acknowledgment sent by Corporations Canada for five years from the day the record was created.",,2016-007,,IS-SI-01-010-07,,,,20240002,
ISED PPU 035,Bankruptcy Detection/Investigation Files Personal Information Bank,,ISED PPU 035,,"This bank contains information about individuals being investigated, the initial complaint, the investigation order from the Superintendent of Bankruptcy to the RCMP indicating the issue requiring investigation and possible offences that have been committed, RCMP investigation reports, investigation results, court decisions, and fines or jail terms imposed. Personal information may include individuals' names.",,"Individuals in bankruptcy, who have filed a proposal or who are involved in a bankruptcy or proposal.",,,,,,Personal information is used to begin an investigation. The investigation then monitors the actions of individuals in bankruptcy or who have filed a proposal or who are involved in a bankruptcy or proposal. Personal information is collected pursuant to the *Bankruptcy and Insolvency Act*.,,": The information may be used to monitor the progress, result and backlog of investigations initiated by the Office of the Superintendent of Bankruptcy and investigated by the RCMP under the authority of the *Bankruptcy and Insolvency Act*.",,Files are kept open until the investigation is closed. Files are retained within division offices indefinitely.,,2016/007,,OS-SO-REG-010-03/OSB,,,,000122,
ISED PPU 061,Fees and Levies Under the Bankruptcy and Insolvency Act Personal Information Bank,,ISED PPU 061,,"This data bank contains information related to funds received or payments made under various sections of the *Bankruptcy and Insolvency Act*, except those related to the Bankruptcy and Insolvency Records Financial System, namely filing fees by practitioners, levies from trustees, assets undistributed by trustees and dividends unclaimed by creditors. Personal information may include the estate number, name of the estate (individual or corporation), name of the trustee, and names of creditors to whom money may be owed and amounts involved.",,"Individuals in bankruptcy, who have filed a proposal or against whom a receivership was filed under the *Bankruptcy and Insolvency Act*. Creditors to whom money is owed in relation to a bankruptcy or proposal under the *Bankruptcy and Insolvency Act*.",,,,,,Personal information is used to administer the *Bankruptcy and Insolvency Act* program or activity. Personal information is collected pursuant to the legislative requirements of the *Bankruptcy and Insolvency Act* and the *Financial Administration Act*.,,The information is used to create and maintain a public database that is searchable online by creditors so they can identify and then claim funds owed to them by a debtor in relation to a bankruptcy or proposal.,,"Records will be retained for no less than six years after the last administrative action. For those estates where not all funds have been distributed, records will be retained indefinitely as there is no time limit for creditors to claim funds owed to them.",,2016/007,,OS-SO-REG-010-03/OSB,,,,003554,
ISED PPU 058,Estate Files Under the Bankruptcy and Insolvency Act Personal Information Bank,,ISED PPU 058,,"This data bank contains information related to all bankruptcies, proposals and receiverships filed under the *Bankruptcy and Insolvency Act* in Canada. Files are arranged by the estate number, but can be queried by the estate name. Other information contained in estate files includes assignment, statement of affairs, notice of intention, cash flow statement, requests for extension, proposals, minutes of the meetings of creditors, notes and reports related to examination under oath, bonds, complaints, enquiries, correspondence, court intervention documents, various notices, reports required under the administration of the BIA by the trustee, and statement of receipts and disbursements, including trustee fees and expenses. Personal information may include the name, contact information, date of birth, financial information, and total assets and liabilities of the individual filing for bankruptcy or filing a proposal, and the date of the bankrupt's discharge.",,"Individuals and corporations that have filed for bankruptcy or filed a proposal, or against whom a receivership was filed.",,,,,,"Personal information is used to facilitate regulatory control of insolvency processes and for trustee monitoring and auditing purposes. Statistical reports are also run against the bank. Part of the information in the data bank also serves as the public record that the Office of the Superintendent of Bankruptcy must maintain under the *Bankruptcy and Insolvency Act*. This information is accessible to the public online, by phone and by fax for a fee.",,"Although personal, the information is considered public under the *Bankruptcy and Insolvency Act*. The information, or part of the information, may be used or disclosed to facilitate regulatory control of insolvency processes, for trustee monitoring and auditing purposes, to create the public record that the Office of the Superintendent of Bankruptcy must maintain under the *Bankruptcy and Insolvency Act* and make it available to the public (the information is accessible to the public online, by phone and by fax for a fee), to facilitate treatment of income tax returns of individuals and corporations that have filed for bankruptcy or filed a proposal by providing part of the information to the Canada Revenue Agency, and to enable updating of credit files by providing part of the information to credit bureaus and Dun & Bradstreet (the information is provided for a fee).",,"For individuals, records will be retained for 10 years after the date of the trustee's discharge if the bankrupt has obtained an absolute or deemed discharge. Records will be retained indefinitely if the bankrupt has not received an absolute discharge. For consumer proposals by individuals, records will be retained for 10 years after the date of the certificate of full performance. For corporations, records will be retained for 10 years after the date of the trustee's discharge and then they will be destroyed. For receiverships, records will be retained for 10 years after the date the notice is received by the OSB. The electronic public record created from part of the information in estate files is kept indefinitely for all estates.",,2016/007,,OS-SO-REG-010-03/OSB,,,,003550,
ISED PPU 059,Trustee System Personal Information Bank,,ISED PPU 059,,"This bank contains an electronic record of licensing information regarding individual and corporate trustees under the *Bankruptcy and Insolvency Act*. Information concerns initial license issuance, renewals, extensions or restrictions, license removals, and the educational background and financial guarantors of each trustee. The bank also includes personal information on designated proposal administrators and receivers, such as names, addresses and employers. The files are arranged by trustee number and are maintained electronically at the head office of the Superintendent of Bankruptcy Canada.",,"Bankruptcy trustees, proposal administrators, and receivers.",,,,,,"The information is used to monitor trustee licensing, including the annual renewal of licenses.",,No consistent uses.,,Rules 122(1)(e) and (d) of the *Bankruptcy and Insolvency Act* requires the Superintendent of Bankruptcy to keep a record of all licenses for at least 30 years after the designation ceases to be valid. Destruction through agreement with Library and Archives Canada.,,78/005,,IC OSB 275,,,,003551,
IC PPU 036,Trustee Files Personal Information Bank,,IC PPU 036,,"This bank contains a record of the initial issuance of a trustee license or consumer proposal administrator designation, the renewal and extension thereof, and the restrictions or any removal of a designation. The information content of this bank includes the personal history of each trustee relating to education, financial portfolio, professional status, character enquiries made prior to the issuance of the license and any complaints and investigations against the individual. The files are kept in alphabetical order at the head office of the Superintendent of Bankruptcy Canada, in Ottawa.",,Bankruptcy trustees and consumer proposal administrators.,,,,,,"The purpose of this bank is to provide a repository for data used for the licensing of trustees in bankruptcies. Licenses are issued by the Superintendent of Bankruptcy Canada who, under section 13 of the *Bankruptcy and Insolvency Act*, investigates the character and qualifications of any applicant.",,"The information is used to assess the qualifications of all applicants, the maintenance-in-good-standing of the designation, and the renewal thereof.",,The files are retained for 30 years after the designation is no longer valid. Destruction through agreement with Library and Archives Canada.,,78/005,,IC OSB 275,,,,000123,
IC PPU 401,Measurement Canada Complaints and Disputes Process Personal Information Bank,,IC PPU 401,,"This bank contains information pertaining to complaints filed with Measurement Canada in respect of matters governed by the *Weights and Measures Act*, and the *Gas and Electricity Inspection Act*. The personal information collected includes the complainant's identity and contact information, the basis of the complaint, actions taken by the complainant to resolve the underlaying issue, and any supporting documents involving measurement transactions, such as a receipt, or other proof of purchase documents. The information is indexed and retrievable by the name of the complainant.",,"The public-at-large, including business owners.",,,,,,"The information provided helps facilitate Measurement Canada's ability to meet its core responsibilities under the *Weights and Measures Act*, the *Electricity and Gas Inspection Act*, and the related regulations; specifically, to ensure accuracy in the sale of measured goods in Canada, and to enforce laws pertaining to measurement accuracy and measurement devices, by investigating complaints raised by the pubic-at-large, and rendering decisions on those complaints, which may be consequential for the party against whom a complaint is made. The information is not used to make any administrative decisions in respect of the complainant. All information is collected pursuant to subsection 4(1)(j) [Legal Metrology], and section 7 [Inspection Services] of the *Department of Industry Act*.",,"Depersonalized information may be shared in aggregate, with Statistics Canada, when requested by that agency, to inform national statistics and trends.",,"Consistent with Industry Canada's Records Disposition and Authority schedule, as approved by Library and Archives Canada, all Measurement Canada information is retained for ten years, and then destroyed.",,2016/007,,OS-SO-REG-050-01,,,,20250075,
ISED PPU 301,Investment Canada Act* Reviews Personal Information Bank,,ISED PPU 301,,"This personal information bank contains information about two groups of people: (1) Persons who are not Canadian citizens who are private investors, or owners, or employees of foreign businesses that seek to invest in an established Canadian business or to create a new Canadian business; and (2) Persons who complete *Investment Canada Act* forms on behalf of people belonging to group (1) who themselves may also belong to group (1). In the case persons belonging to group (1), the personal information collected will include the name, date of birth, business and professional contact information (residential and business address, email address, telephone number), and whether the individual is one of the five highest-paid officers of the foreign business seeking to make the investment. In the case of persons belonging to group (2) who themselves may also belong to group (1), the personal information collected will include the name, title and signature of the person completing the Investment Canada Form, as well as the date on which that individual completed said form.",,"(1) Individuals who are not Canadian citizens who are private investors, or owners, or employees of foreign businesses that seek to invest in an established Canadian business or to create a new Canadian business, and (2) individuals completing *Investment Canada Act* forms on behalf of those individuals.",,,,,,"All personal information collected is used solely to determine if an investment (i) will be of likely net-benefit to Canada and/or (ii) would be injurious to national security. The information is collected pursuant to paragraph 2 of the *Investment Canada Act*, and paragraph 4 (1)(m) of the *Department of Industry Act*.",,The personal information collected is shared with Public Safety Canada for the purpose of determining if a proposed investment could present any potential national security concerns. The Public Safety Canada PIB detailing its collection of personal information for this purpose is PS PPU 026 (National Security Records).,,"The personal information collected by ISED for the purpose of investment reviews will be retained by ISED for the following periods of time, and then destroyed: + 20 years after the file's last administrative activity, in relation to applications + 15 years after the file's last administrative activity, in relation to notifications + 10 years after the file's last administrative activity, in relation to the regulatory framework The most recent records Retention and disposition authority issued to ISED by Library and Archives Canada is 2016/007.",,2016-007,,OS-SO-REG-010 01 (Non-complex applications or notifications) OS-SO-REG-010-02 (Complex applications or notifications) OS-SO-REG-010-03 (Very complex applications or notifications),,,,20230037,
ISED PPU 201,CDAP Clients and Digital Advisors Personal Information Bank,,ISED PPU 201,,"This personal information bank contains information about two groups of people: (1) Persons who self-identify as the authorized business contact for clients (businesses) participating in the CDAP (who may also be self-representing sole proprietors, or individuals delegated to act on behalf of business contacts), and (2) Persons who wish to serve as Digital Advisors, working with the aforementioned business clients to deploy digital adoption plans for the respective businesses. In the case of business contacts, the personal information collected will include the name, date of birth, business telephone number, business email, physical address, and views/opinions provided in experience feedback surveys. In the case of Digital Advisor applicants, the personal information will include the name, the individual's employer (unless the individual is a sole proprietor of self-employed), the individual's business contact information, and curriculum vitae, including professional references.",,"Individuals who are the authorized representatives of business clients participating in the CDAP, and individuals who wish to serve as Digital Advisors to those businesses.",,,,,,"In the case of the business contacts of CDAP clients, the personal information is used solely to contact the individual in order to conduct business with them in respect of the business client they represent. In the case of Digital Advisor applicants, the curriculum vitae is used to assess the candidate's professional qualifications and ability to serve as a Digital Advisor, and the criminal records check is used to assess the candidate's reliability and suitability to serve as a Digital Advisor. All personal information is collected pursuant to subsections 4 (1)(n), 5 (d) and (f) and 6 (a) and (c) of the *Department of Industry Act*.",,"In the case of the business contacts of CDAP clients, the personal information will be shared with Business Development Canada (BDC) so that BDC can deal with the business representative to establish loans for the business clients they represent. The BDC PIB detailing its collection of personal information for this purpose is BDC PPU 050 (Loan Application – Client Files). The business contact information will also be shared with third party delivery organizations, such as grant administration organizations (for the purpose of dealing with the business contact to disburse grant funding on behalf of the business they represent), student placement organizations (for the purpose of working with the business contact to arrange for a student placement for the business they represent) and Digital Advisor candidates and their employers (for the purpose of engaging with a Digital Advisor on behalf of the business they represent). Business contact information may also be shared with third parties within the ISED Portfolio group of agencies (i.e., with Canada's Regional Development Agencies, for the purpose of offering CDAP clients additional networking opportunities or services that may be beneficial to their respective businesses) which includes Pairing clients with Digital Advisors, Connecting clients with delivery partners that can arrange for student placements for their businesses, and Providing CDAP clients with marketplace awareness and networking opportunities. Depersonalized and aggregated information about CDAP clients, will be used to inform gender-based analysis reporting, as well as equity, diversity and inclusion statistical reporting, internally, and will also be shared with Statistics Canada for those purposes. In the case of curricula vitae and criminal records checks of Digital Advisor candidates, there is no onward-sharing and no other consistent uses; such information will not be disclosed to any other parties once received by ISED.",,"Business contact personal information as well as Digital Advisor personal information are both considered to be program delivery information and will be retained by ISED ten years, and then destroyed. Digital Advisor information may be destroyed sooner than as prescribed by the retention schedule, at the request of a Digital Advisor who wishes to withdraw their participation in the CDAP.",,2016-007,,OS-SO-PRO-010-01 (CDAP Program Design Information) OS-SO-PRO-020-01 (CDAP Communications Information) OS-SO-PRO-030-01 (CDAP Program Delivery),,,,20210082,
ISED PPU 501,Identity and Credential Management Personal Information Bank,,ISED PPU 501,,"This personal information bank contains information about two groups of individuals: (1) those who are registering to participate in one or more ISED operating programs, and (2) those who wish to open an electronic account to conduct e-commerce transactions with one or more ISED operating programs, some of whom may require ISED to provide and host their user account credentials. In both cases, the relevant individuals may be acting on their own behalf or as an authorized representative of a private sector enterprise. In either case, ISED will use one of or more of the following six IT solutions to facilitate the required transactions: the Canada Post Validation Service; the Interac Identity Validation Service (for Financial Institutions); the Interac Identity Validation Service (Document Validation Service); the Fraud Detection Service; the Simplified Credential for the Canada Digital Adoption Program; or the CRA Identity Validation Service. The personal information collected depends on which of the aforementioned IT solutions are used, but collectively, includes: physical address, postal address, date of birth, email address, risk-level of fraud associated with using a given email address as an account user ID, home and business telephone numbers, type of document used to prove identity, the unique serial number of the document used to prove identity, the jurisdiction that issued the document used to prove identity, the expiration date of the document used to prove identity, the date on which an individual proves their identity to a third party, an identity confirmation indicator either in the positive or the negative, postal code, a meaningless-but-unique-number in connection with an identity validation transaction, IP address, that an individual consented to a temporary waiver of two-factor authentication, and chosen password for accessing online systems. Individual's names are also collected, in connection with all of the aforementioned information elements.",,"Individuals who register for and/or conduct business with one or more ISED operating programs, either on their own behalf of as an authorized representative of a private sector enterprise.",,,,,,"All personal information collected is used (i) to positively identity an individual who wishes to conduct business with one or more ISED operating programs, either on their own behalf or as an authorized representative of a private sector enterprise, and/or (ii) to understand the risk of fraud associated with using a proposed email address as a user ID credential for filing e-commerce transactions with an ISED operating program, and to take action to further reduce that risk, and/or (ii) to host user ID and password combinations that serve as credentials for individuals who wish to open online accounts for one or more ISED operating programs and use those accounts to file e-commerce transactions. The legal authority that permits any and all identity management solutions for ISED programs is tied to the relevant ISED operating program and rooted in the following subsections of Part I of the *Department of Industry Act*: + 4 (1) Powers, Duties and Functions + 4 (2) Additional Powers, Duties and Functions + 5 Objectives + 6 Functions + 7 Inspection Services",,"To the exclusion of an individual's email address, which is shared with the Fraud Detection Service when that IT solution is applicable, personal information is not shared directly by ISED with other third parties. When it is necessary for a third party to collect personal information, it is collected by the respective third party, directly from the concerned individual. In turn, ISED receives some of that personal information, and other personal information, back from the respective third party for the purposes of identity confirmation and fraud detection.",,"The personal information collected by ISED will be retained by the relevant departmental operating program for a period consistent with the records disposition authority applicable to that program. The retention period varies from program to program. For some of the transactional details received when using the Canada Post Validation Service, or either of the two Interac Identity Validation Services, ISED's retention of the information, in connection with the relevant individual and transaction, is compelled by the Financial Transactions and Reports Analysis Centre of Canada.",,2016-007,,"Multiple, depending on the applicable ISED operating program.",,,,20220115,
