record_number,name_en,name_fr,document_types_en,document_types_fr
PSC 1.1.1,Public Service Labour Relations and Employment Board Staffing Complaints and Court Proceedings,Dossiers de la Commission des relations de travail et de l’emploi dans la fonction publique (CRTEFP)- Traitement des plaintes en dotation et des procès judiciaires,"Copies of PSLREB staffing complaints, allegations, replies of deputy heads and other parties, correspondence, motions, requests, pre-hearing conference notes, pleadings, notices, exhibits, notices of withdrawals of complaint, PSC policy risk assessments, policy advice, legal advice, written submissions and PSLREB decisions. Also includes applications for judicial review, affidavits, memorandums of fact and law and factums.","Copies de plaintes en matière de dotation, allégations, réponses des administrateurs généraux et des autres parties, correspondance, motions, requêtes, demandes, notes concernant la conférence préparatoire, actes de procédure, avis, preuves, avis de retrait d’une plainte, évaluations des risques liés à la Politique de nomination de la CFP, avis en matière de lignes directrices, avis juridiques, représentations écrites et décisions de la CRTEFP. Comprend aussi les demandes de contrôle judiciaire, affidavits, mémoires des faits et du droit, et factums."
PSC 1.1.2,Statutory and Regulatory Priority Entitlements Class of Records,Les droits de priorités légales et réglementaires catégories de documents,"Policy and program development; guidance materials and instructional manuals for PSC and departmental/agency staff involved in the administration of priority entitlements; case file information for the referral and placement of priority persons; Priority Information Management System; letters, résumés, references and information on persons eligibility for the priority entitlement, on the referral of persons with a priority entitlement for consideration by organizations, including the results of referrals and appointments of persons with a priority entitlement, and priority-related documents such as data reports on various populations of persons with a priority entitlement, referral history and organization’s appointment rates.","Élaboration de politiques et programmes; documents d’orientation et manuels de formation pour la CFP et le personnel des ministères/organismes qui s’occupe de l’administration des droits de priorité; renseignements figurant dans les dossiers pour la présentation et le placement de bénéficiaires de priorité; Système de gestion de l’information sur les priorités; lettres, curriculum vitæ, références et information sur l’admissibilité des personnes au droit de priorité, sur la présentation des bénéficiaires de priorité aux fins d’examen par des organisations, y compris les résultats des présentations et des nominations des bénéficiaires de droit de priorité, et documents concernant les priorités tels que des rapports de données sur diverses populations de bénéficiaires de priorité, l’historique des présentations et le taux de nomination de l’organisation."
PSC 1.2.1,Resourcing Services,Services de ressourcement,"Recruitment strategies and guidelines; post-secondary and student recruitment, letters of reference, résumés, applications, applicant accounts and profiles, self-declaration/self-identification documents, job advertisements, notifications, Statements of Merit Criteria, pre-screening criteria, Terms of Access.","Lignes directrices et stratégies sur le recrutement; recrutement postsecondaire et recrutement d’étudiants, lettres de recommandation, curriculum vitæ, candidatures, comptes et profils des candidats, documents d’autodéclaration ou d’auto-identification, annonces d’emplois, notifications, énoncés de critères de mérite, critères de présélection, modalités d’accès."
PSC 1.2.2,Personnel Psychology Centre,Centre de psychologie du personnel,"Assessment tools, reports, manuals and procedures, test results, competency profiles, training material, candidate and client files. Also, client surveys, Memorandum of Understanding and assessment proposals with other federal organizations and statistical analysis","Outils d’évaluation, rapports, manuels et procédures, résultats d’évaluation, profils de compétences, matériel de formation et dossiers des clients. De plus, sondages auprès des clients, protocoles d’entente et propositions d’évaluation auprès d’autres organisations fédérales et analyses statistiques."
PSC 1.2.3,Enabling Infrastructure Class of Records,Infrastructure habilitante catégorie de document,"Policies, directives, reports, manuals and procedures, e-mails, user support logs, standardized templates, training material, statistical analysis, studies, proposals, MOUs, service requests, briefing notes.","les politiques, directives, rapports, manuels et procédures, courriels, registres de soutien aux utilisateurs, modèles standardisé, analyse statistique, études, propositions, PE, demandes de service, notes d’information."
PSC 1.3.1,Monitoring,Surveillance catégories de documents,"Departmental Staffing Accountability Reports, Departmental Staffing Accountability Summary Reports, departmental staffing-related statistical reports, related methodology and guideline documents and chronologies of significant monitoring milestones.","Les documents de travail, les gabarits, les présentations, les lignes directrices et les fichiers sur ayant trait aux phases de la planification des vérifications."
PSC 1.3.2,Public Service Commission Audits under the Public Service Employment Act,Vérifications de la Commission de la fonction publique en vertu de la LEFP,"These include a variety of audit working papers collected during the planning, examination and reporting phases of the engagement. These could include documents provided by organizations e.g., HR plans and policies or the results of analyses conducted by auditors. The bank also includes documents to support auditors in conducting their work. These include templates, presentations, guidance documents and spreadsheets. Finally the bank contains documentation in support of the Audit and Data Services’ audit planning function.","Sont inclus divers documents de travail de vérification produits durant les étapes de la planification, de l’examen et de la production de rapports de la mission. Ces documents peuvent inclure ceux fournis par les organisations, par exemple, les plans et les politiques des RH ou les résultats d'analyses menées par l'équipe de vérification. Ce fichier peut aussi inclure des documents à l’appui du travail des vérificateurs, tels les gabarits, les présentations, les lignes directrices et les chiffriers. Finalement, le fichier renferme des documents à l’appui de la fonction de planification des vérifications des Services de données et de la vérification."
PSC 1.3.3,Investigations Class of Records,Enquêtes catégories de documents,"Forms, correspondence, briefing notes, jurisdiction reports, factual and investigation reports, excerpts of personnel files and/or staffing files, interview recordings, submissions of parties, case management database and related reports, performance evaluations, press clippings, internet and social media information, decision documents and meeting minutes, memoranda of agreement, employment data, and Certified Tribunal Records.","Formulaires, correspondance, notes d’information, rapports de compétence, rapports factuels et d’enquête, extraits de dossiers personnels ou de dossiers de dotation, enregistrements d’entrevues, soumissions des parties, base de données sur la gestion des cas et rapports connexes, évaluations de rendement, coupures de presse, informations provenant d’Internet et des médias sociaux, documents de décision et procès-verbaux des réunions, protocoles d’entente, données sur l’emploi et dossiers certifiés du tribunal."
