record_number,name_en,name_fr,document_types_en,document_types_fr
NSERC 006,Program description,Description du programme,"Guides and instructions; promotional materials; program management plans; application forms and procedures; completed applications; applicant notifications and endorsements; eligibility criteria; terms and conditions of funding opportunities; committee terms and conditions; agreements; business processes; project proposals; research plans and proposals; training plans; internal and external reviewer and recipient templates; completed reviewer reports; evaluation reports and assessments; Member of Parliament letters; appeal process related documents and correspondence; audit reports; committee reports; surveys; final research reports or progress reports (as applicable); reports on the use of issued funds; budgets; financial administration forms and financial statements; declaration of conflict-of-interest forms; letters of support; documents related to incorporation, briefing notes and memoranda; project charters; correspondence.","Guides et instructions, matériel promotionnel, plans de gestion du programme, formulaires et procédures de demande, demandes remplies, notifications et appuis des candidates et candidats, critères d’admissibilité, modalités des possibilités de financement, conditions des comités, ententes, processus opérationnels, propositions de projet, plans et propositions de recherche, plans de formation, modèles pour les évaluatrices et évaluateurs et les titulaires internes et externes, rapports d’évaluation terminés, rapports d’évaluation et évaluations, lettres des députées et députés, documents et correspondance liés au processus d’appel, rapports d’audit, rapports des comités, sondages, rapports de recherche finaux ou rapports d’étape (le cas échéant), rapports sur l’utilisation des fonds, budgets, formulaires d’administration financière et états financiers, formulaires de déclaration de conflit d’intérêts, lettres d’appui, documents liés à la constitution en personne morale, notes d’information et notes de service, chartes de projet, correspondance."
