bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
TFC PPU 015,Coproduction Agreements,"Fonctions, programmes et activités de l’institution",TFC PPU 015,TFC PPU 015,"The records containing the information described in this bank serve to validate the eligibility of applicants ( e.g., individuals, associations, companies, organisations or other groups) and their funding applications, their requests for recommendation with the goal of obtaining official coproduction status, or their requests to participate in an activity that is organized by Telefilm. The financial support granted to applicants is intended primarily for the development, production and marketing and/or promotion of projects but may also be used to fund professional development activities, mentoring, promotional support for Canadian content in Canada and abroad, travel and talent development within the audiovisual industry. Depending on the program, the funding decision-making process may include recommendations from peer review committees or juries. This bank contains personal information obtained from applicants, including: directors, officers, shareholders and authorized representatives or agents, name, contact information, biographical information, filmography information, curriculum vitæ, citizenship status, equity and diversity information (including Black, Indigenous, racialized or underrepresented communities), gender, sexual orientation, disability status, membership in an official language minority community, language, identification number, financial information, copyright, support material (including records pertaining to copyright or intellectual property), agreements, invitation letters, letters of supports, opinions and views of persons or about third parties. This bank may also contain information about other creators or third-party applicants, mentors, partners, or documents such as project update forms, reports and requests (e.g., extension requests), etc.","Les documents contenant les renseignements décrits dans ce fichier servent à valider l’admissibilité des requérants (par ex., personnes physiques, associations, compagnies, organismes ou autres regroupements) et de leurs demandes de financement , de leurs demandes de recommandation dans le but d’obtenir le statut de coproduction officielle, ou de leurs demandes de participation à une activité organisée par Téléfilm. Le soutien financier octroyé aux requérants vise principalement le développement, la production et la mise en marché et/ou promotion de projets, mais peut aussi servir à financer des activités de développement professionnel, de mentorat, de soutien promotionnel au contenu canadien au Canada et à l’étranger, des déplacements et le développement des talents au sein de l’industrie audiovisuelle. Selon le programme, le processus décisionnel quant à l’octroi de financement peut comporter des recommandations émises par des comités d’évaluation par les pairs ou des jurys. Le fichier contient des renseignements personnels obtenus des requérants incluant : administrateurs, dirigeants, actionnaires et représentants ou mandataires autorisés, nom, coordonnées, renseignements biographiques, renseignements sur la filmographie, curriculum vitæ, statut de citoyenneté, renseignements sur l’équité et la diversité (incluant l’appartenance aux communautés noires, autochtones ou racialisées ou à des communautés sous-représentées), sexe, orientation sexuelle, statut d’invalidité, appartenance à des communautés de langues officielles en situation minoritaire, langue, numéro d’identification, , informations financières, droits d’auteur, matériel de soutien (y compris des documents sur le droit d’auteur ou la propriété intellectuelle), ententes, lettres d’invitation, lettres d’appuis, opinions et points de vue de personnes ou au sujet de tiers, etc. Il peut aussi contenir des renseignements sur d’autres créateurs ou des tiers requérants, des mentors, des partenaires ou encore des formulaires de mise à jour d’un projet, des rapports et des requêtes (par exemple, demandes de prolongation), etc.","Applicants who requested financial support from Telefilm Canada, or who have requested a recommendation toward obtaining official coproduction status, or who have applied for financial assistance from the various forms of promotional support for Canadian content in Canada and abroad that Telefilm Canada potentially offers, or who have registered to partake in an activity organized by Telefilm Canada; administrative staff, directors, officers and shareholders of the applicants; creators; third-party applicants; partners; consultants; mentors; agents.","Requérants ayant sollicité un soutien financier auprès de Téléfilm Canada, ou ayant sollicité une recommandation dans le but d’obtenir le statut de coproduction officielle, ou ayant sollicité une aide financière provenant des diverses formes de soutien promotionnel au contenu canadien au Canada et à l’étranger qu’offre potentiellement Téléfilm Canada, ou s’étant inscrit pour prendre part à une activité organisée par Téléfilm Canada ; personnel administratif, administrateurs, dirigeants et actionnaires des requérants ; créateurs ; tiers requérants ; partenaires ; consultants ; mentors ; agents ; mandataires.",,,,,"This information is collected to validate the eligibility of applicants; to make, at the end of the evaluation process, funding decisions based on the quality of the project or proposed activity and the impact of the project or the activity based on the program’s eligibility objectives; to recommend, following the evaluation process, projects that may be recognized by the Department of Canadian Heritage as audiovisual coproductions governed by treaties that Canada has signed; to allow registration for an activity; to award prizes; to create transaction files for amounts paid to selected applicants; to proactively publish the list of recipients on Telefilm Canada’s website; and for communications and public relations purposes. If applicable, the names and contact information of partners and mentors are collected in support of the applicant. Personal information is collected in accordance with section 10 of the *Telefilm Canada Act*.","On recueille ces renseignements afin de valider l’admissibilité des requérants; de prendre, à l’issue du processus d’évaluation, des décisions de financement fondées sur la qualité du projet ou de l’activité proposé(e) et l’incidence du projet ou de l’activité en fonction des objectifs du programme quant à l’admissibilité; de recommander, à l’issue du processus d’évaluation, les projets susceptibles d’être reconnus par le ministère du Patrimoine canadien comme des coproductions audiovisuelles régies par les traités que le Canada a signés ; d’autoriser l’inscription à une activité ; de décerner des prix ; de créer des fichiers de transactions pour les montants versés aux requérants sélectionnés ; de publier de façon proactive la liste des bénéficiaires sur le site Web Téléfilm Canada ; et aux fins de communications et de relations publiques. Le cas échéant, les noms et coordonnées de partenaires et de mentors sont recueillis en appui au requérant. Les renseignements personnels sont recueillis conformément au paragraphe 10 de la Loi sur Téléfilm Canada.","In accordance with the purpose described above, personal information held by Telefilm Canada can also be used or communicated in the following ways: 1. If applicable, as part of the peer or jury review process, where applications are thus submitted to peer review committees or juries composed of members from the Canadian audiovisual industry. Depending on the program, applications may otherwise be evaluated by external reviewers or internal reviewers (Telefilm Canada staff analysts). Personal information may be used to determine an applicant’s eligibility, and may be consulted during the evaluation process. If applicable, it may then be used to assess organizational composition, including the achievement of objectives related to equity and diversity, as well as official language minority communities. 2. To identify potential members for advisory and working committees as well as potential external peer reviewers or jurors or reviewers to examine applications. 3. To consult with other Canadian organizations supporting audiovisual industry, including federal, provincial or municipal public institutions, to confirm sources of funding. 4. To report to the Board of Directors and senior management. Information submitted under a program may be used and disclosed in accordance with program directives, as required: 5. To proactively publish and communicate certain information on funding recipients, such as the applicant’s name, city, province or territory, type of financing, amount of financing, the program, language and title of the project or activity for public disclosure purposes. 6. To plan, evaluate and review programs, as part of audits and to generate reports on these activities. 7. With the consent of the individuals concerned, to generate mailing lists to distribute Telefilm Canada’s publications and surveys, as well as other information to the audiovisual industry. 8. For the disclosures of names and contact information (e.g. e-mail address) for certain promotional and celebration activities. These activities may be carried out by third parties with respect to Telefilm Canada’s programs and activities. ( e.g., invitation to an awards ceremony, invitation to submit a nomination for an award, invitation to register for a festival, market or activity). Consent will be sought from the individuals concerned. 9. Contact information provided during the process of applying for funding or registering for an activity online can be used to identify and communicate with users when the ongoing systems monitoring process reveals that they may require technical assistance. 10. If applicable, information may be shared with other departments, organizations or subcontractors with whom Telefilm Canada has entered into a data-sharing agreement.","En conformité avec le but décrit ci-dessus, les renseignements personnels détenus par Téléfilm Canada peuvent être utilisés ou communiqués de façons suivantes : 1. le cas échéant, dans le cadre du processus d’évaluation par les pairs ou par un jury, les demandes étant alors présentées à des comités de pairs-évaluateurs ou des jurys composés de membres issus de l’industrie audiovisuelle canadienne. Selon le programme, les demandes peuvent autrement être examinées par des évaluateurs externes ou des évaluateurs internes (analystes membres du personnel de Téléfilm Canada). Les renseignements personnels peuvent servir à déterminer l’admissibilité d’un requérant, et être consultés durant le processus d’évaluation. Le cas échéant, ils peuvent alors permettre d’évaluer la composition organisationnelle, notamment en ce qui concerne l’atteinte d’objectifs liés à l’équité et à la diversité, ainsi qu’aux communautés de langue officielle en situation minoritaire ; 2. afin de trouver des membres potentiels pour les comités consultatifs et de travail ainsi que des pairs évaluateurs ou jurés ou évaluateurs externes potentiels pour examiner les demandes; 3. dans le cadre de consultations avec d’autres organismes canadiens de soutien à l’industrie audiovisuelle, y compris des institutions publiques fédérales, provinciales ou municipales, dans le but de confirmer des sources de financement; 4. pour rendre des comptes au conseil d’administration et à la haute direction. Les renseignements soumis dans le cadre d’un programme peuvent être utilisés et communiqués conformément aux directives du programme, au besoin : 5. pour publier et communiquer de façon proactive certains renseignements sur les bénéficiaires de financement comme le nom du requérant, la ville, la province ou le territoire, le type de financement, le montant du financement, le programme, la langue et le titre du projet ou de l’activité aux fins de divulgation publique; 6. pour planifier, évaluer et réviser les programmes, dans le cadre de vérifications et pour générer des rapports concernant ces activités; 7. avec le consentement des personnes concernées, pour générer des listes d’envoi afin de diffuser les publications et les sondages de Téléfilm Canada, ainsi que d’autres renseignements, auprès de l’industrie audiovisuelle; 8. pour la divulgation de noms et de coordonnées (par exemple l’adresse courriel) dans le cadre de certaines activités liées à la promotion et à des célébrations. Ces activités peuvent être accomplies par des tiers en ce qui concerne les programmes et les activités de Téléfilm Canada (p. ex., invitation à une cérémonie de remise de prix, invitation à soumettre une candidature pour un prix, invitation à s’inscrire à un festival ou à un marché ou à une activité). Le consentement des personnes concernées sera demandé. 9. Les coordonnées fournies durant le processus de dépôt d’une demande de financement ou d’inscription en ligne à une activité peuvent être utilisées pour identifier des utilisateurs et communiquer avec eux lorsque le processus courant de surveillance des systèmes révèle qu’ils pourraient avoir besoin d’assistance technique. 10. Le cas échéant, des renseignements peuvent être transmis à d’autres ministères, organismes ou sous-traitants avec lesquels Téléfilm Canada a conclu une entente de partage de données.","Applications are kept for 8 years, then destroyed in accordance with Telefilm Canada’s retention schedule and in accordance with the Transitory Records Disposition Authority issued by Library and Archives Canada.","Les demandes sont conservées pendant 8 ans, puis détruites conformément au calendrier de conservation documentaire de Téléfilm Canada et en conformité avec l’autorisation de disposition de documents émise par Bibliothèque et Archives Canada.",2015/015,2015/015,"TFC PRO 015, TFC COP 010, TFC DEM 025, TFC FEM 020","TFC PRO 015, TFC COP 010, TFC DEM 025, TFC FEM 020",,,20210050,20210050
TFC PPU 015,Production and Development,Production et développement,TFC PPU 015,TFC PPU 015,"The records containing the information described in this bank serve to validate the eligibility of applicants ( e.g., individuals, associations, companies, organisations or other groups) and their funding applications, their requests for recommendation with the goal of obtaining official coproduction status, or their requests to participate in an activity that is organized by Telefilm. The financial support granted to applicants is intended primarily for the development, production and marketing and/or promotion of projects but may also be used to fund professional development activities, mentoring, promotional support for Canadian content in Canada and abroad, travel and talent development within the audiovisual industry. Depending on the program, the funding decision-making process may include recommendations from peer review committees or juries. This bank contains personal information obtained from applicants, including: directors, officers, shareholders and authorized representatives or agents, name, contact information, biographical information, filmography information, curriculum vitæ, citizenship status, equity and diversity information (including Black, Indigenous, racialized or underrepresented communities), gender, sexual orientation, disability status, membership in an official language minority community, language, identification number, financial information, copyright, support material (including records pertaining to copyright or intellectual property), agreements, invitation letters, letters of supports, opinions and views of persons or about third parties. This bank may also contain information about other creators or third-party applicants, mentors, partners, or documents such as project update forms, reports and requests (e.g., extension requests), etc.","Les documents contenant les renseignements décrits dans ce fichier servent à valider l’admissibilité des requérants (par ex., personnes physiques, associations, compagnies, organismes ou autres regroupements) et de leurs demandes de financement , de leurs demandes de recommandation dans le but d’obtenir le statut de coproduction officielle, ou de leurs demandes de participation à une activité organisée par Téléfilm. Le soutien financier octroyé aux requérants vise principalement le développement, la production et la mise en marché et/ou promotion de projets, mais peut aussi servir à financer des activités de développement professionnel, de mentorat, de soutien promotionnel au contenu canadien au Canada et à l’étranger, des déplacements et le développement des talents au sein de l’industrie audiovisuelle. Selon le programme, le processus décisionnel quant à l’octroi de financement peut comporter des recommandations émises par des comités d’évaluation par les pairs ou des jurys. Le fichier contient des renseignements personnels obtenus des requérants incluant : administrateurs, dirigeants, actionnaires et représentants ou mandataires autorisés, nom, coordonnées, renseignements biographiques, renseignements sur la filmographie, curriculum vitæ, statut de citoyenneté, renseignements sur l’équité et la diversité (incluant l’appartenance aux communautés noires, autochtones ou racialisées ou à des communautés sous-représentées), sexe, orientation sexuelle, statut d’invalidité, appartenance à des communautés de langues officielles en situation minoritaire, langue, numéro d’identification, , informations financières, droits d’auteur, matériel de soutien (y compris des documents sur le droit d’auteur ou la propriété intellectuelle), ententes, lettres d’invitation, lettres d’appuis, opinions et points de vue de personnes ou au sujet de tiers, etc. Il peut aussi contenir des renseignements sur d’autres créateurs ou des tiers requérants, des mentors, des partenaires ou encore des formulaires de mise à jour d’un projet, des rapports et des requêtes (par exemple, demandes de prolongation), etc.","Applicants who requested financial support from Telefilm Canada, or who have requested a recommendation toward obtaining official coproduction status, or who have applied for financial assistance from the various forms of promotional support for Canadian content in Canada and abroad that Telefilm Canada potentially offers, or who have registered to partake in an activity organized by Telefilm Canada; administrative staff, directors, officers and shareholders of the applicants; creators; third-party applicants; partners; consultants; mentors; agents.","Requérants ayant sollicité un soutien financier auprès de Téléfilm Canada, ou ayant sollicité une recommandation dans le but d’obtenir le statut de coproduction officielle, ou ayant sollicité une aide financière provenant des diverses formes de soutien promotionnel au contenu canadien au Canada et à l’étranger qu’offre potentiellement Téléfilm Canada, ou s’étant inscrit pour prendre part à une activité organisée par Téléfilm Canada ; personnel administratif, administrateurs, dirigeants et actionnaires des requérants ; créateurs ; tiers requérants ; partenaires ; consultants ; mentors ; agents ; mandataires.",,,,,"This information is collected to validate the eligibility of applicants; to make, at the end of the evaluation process, funding decisions based on the quality of the project or proposed activity and the impact of the project or the activity based on the program’s eligibility objectives; to recommend, following the evaluation process, projects that may be recognized by the Department of Canadian Heritage as audiovisual coproductions governed by treaties that Canada has signed; to allow registration for an activity; to award prizes; to create transaction files for amounts paid to selected applicants; to proactively publish the list of recipients on Telefilm Canada’s website; and for communications and public relations purposes. If applicable, the names and contact information of partners and mentors are collected in support of the applicant. Personal information is collected in accordance with section 10 of the *Telefilm Canada Act*.","On recueille ces renseignements afin de valider l’admissibilité des requérants; de prendre, à l’issue du processus d’évaluation, des décisions de financement fondées sur la qualité du projet ou de l’activité proposé(e) et l’incidence du projet ou de l’activité en fonction des objectifs du programme quant à l’admissibilité; de recommander, à l’issue du processus d’évaluation, les projets susceptibles d’être reconnus par le ministère du Patrimoine canadien comme des coproductions audiovisuelles régies par les traités que le Canada a signés ; d’autoriser l’inscription à une activité ; de décerner des prix ; de créer des fichiers de transactions pour les montants versés aux requérants sélectionnés ; de publier de façon proactive la liste des bénéficiaires sur le site Web Téléfilm Canada ; et aux fins de communications et de relations publiques. Le cas échéant, les noms et coordonnées de partenaires et de mentors sont recueillis en appui au requérant. Les renseignements personnels sont recueillis conformément au paragraphe 10 de la *Loi sur Téléfilm Canada*.","In accordance with the purpose described above, personal information held by Telefilm Canada can also be used or communicated in the following ways: 1. If applicable, as part of the peer or jury review process, where applications are thus submitted to peer review committees or juries composed of members from the Canadian audiovisual industry. Depending on the program, applications may otherwise be evaluated by external reviewers or internal reviewers (Telefilm Canada staff analysts). Personal information may be used to determine an applicant’s eligibility, and may be consulted during the evaluation process. If applicable, it may then be used to assess organizational composition, including the achievement of objectives related to equity and diversity, as well as official language minority communities. 2. To identify potential members for advisory and working committees as well as potential external peer reviewers or jurors or reviewers to examine applications. 3. To consult with other Canadian organizations supporting audiovisual industry, including federal, provincial or municipal public institutions, to confirm sources of funding. 4. To report to the Board of Directors and senior management. Information submitted under a program may be used and disclosed in accordance with program directives, as required: 5. To proactively publish and communicate certain information on funding recipients, such as the applicant’s name, city, province or territory, type of financing, amount of financing, the program, language and title of the project or activity for public disclosure purposes. 6. To plan, evaluate and review programs, as part of audits and to generate reports on these activities. 7. With the consent of the individuals concerned, to generate mailing lists to distribute Telefilm Canada’s publications and surveys, as well as other information to the audiovisual industry. 8. For the disclosures of names and contact information (e.g. e-mail address) for certain promotional and celebration activities. These activities may be carried out by third parties with respect to Telefilm Canada’s programs and activities. ( e.g., invitation to an awards ceremony, invitation to submit a nomination for an award, invitation to register for a festival, market or activity). Consent will be sought from the individuals concerned. 9. Contact information provided during the process of applying for funding or registering for an activity online can be used to identify and communicate with users when the ongoing systems monitoring process reveals that they may require technical assistance. 10. If applicable, information may be shared with other departments, organizations or subcontractors with whom Telefilm Canada has entered into a data-sharing agreement.","En conformité avec le but décrit ci-dessus, les renseignements personnels détenus par Téléfilm Canada peuvent être utilisés ou communiqués de façons suivantes : 1. le cas échéant, dans le cadre du processus d’évaluation par les pairs ou par un jury, les demandes étant alors présentées à des comités de pairs-évaluateurs ou des jurys composés de membres issus de l’industrie audiovisuelle canadienne. Selon le programme, les demandes peuvent autrement être examinées par des évaluateurs externes ou des évaluateurs internes (analystes membres du personnel de Téléfilm Canada). Les renseignements personnels peuvent servir à déterminer l’admissibilité d’un requérant, et être consultés durant le processus d’évaluation. Le cas échéant, ils peuvent alors permettre d’évaluer la composition organisationnelle, notamment en ce qui concerne l’atteinte d’objectifs liés à l’équité et à la diversité, ainsi qu’aux communautés de langue officielle en situation minoritaire ; 2. afin de trouver des membres potentiels pour les comités consultatifs et de travail ainsi que des pairs évaluateurs ou jurés ou évaluateurs externes potentiels pour examiner les demandes; 3. dans le cadre de consultations avec d’autres organismes canadiens de soutien à l’industrie audiovisuelle, y compris des institutions publiques fédérales, provinciales ou municipales, dans le but de confirmer des sources de financement; 4. pour rendre des comptes au conseil d’administration et à la haute direction. Les renseignements soumis dans le cadre d’un programme peuvent être utilisés et communiqués conformément aux directives du programme, au besoin : 5. pour publier et communiquer de façon proactive certains renseignements sur les bénéficiaires de financement comme le nom du requérant, la ville, la province ou le territoire, le type de financement, le montant du financement, le programme, la langue et le titre du projet ou de l’activité aux fins de divulgation publique; 6. pour planifier, évaluer et réviser les programmes, dans le cadre de vérifications et pour générer des rapports concernant ces activités; 7. avec le consentement des personnes concernées, pour générer des listes d’envoi afin de diffuser les publications et les sondages de Téléfilm Canada, ainsi que d’autres renseignements, auprès de l’industrie audiovisuelle; 8. pour la divulgation de noms et de coordonnées (par exemple l’adresse courriel) dans le cadre de certaines activités liées à la promotion et à des célébrations. Ces activités peuvent être accomplies par des tiers en ce qui concerne les programmes et les activités de Téléfilm Canada (p. ex., invitation à une cérémonie de remise de prix, invitation à soumettre une candidature pour un prix, invitation à s’inscrire à un festival ou à un marché ou à une activité). Le consentement des personnes concernées sera demandé. 9. Les coordonnées fournies durant le processus de dépôt d’une demande de financement ou d’inscription en ligne à une activité peuvent être utilisées pour identifier des utilisateurs et communiquer avec eux lorsque le processus courant de surveillance des systèmes révèle qu’ils pourraient avoir besoin d’assistance technique. 10. Le cas échéant, des renseignements peuvent être transmis à d’autres ministères, organismes ou sous-traitants avec lesquels Téléfilm Canada a conclu une entente de partage de données.","Applications are kept for 8 years, then destroyed in accordance with Telefilm Canada’s retention schedule and in accordance with the Transitory Records Disposition Authority issued by Library and Archives Canada.",":** Les demandes sont conservées pendant 8 ans, puis détruites conformément au calendrier de conservation documentaire de Téléfilm Canada et en conformité avec l’autorisation de disposition de documents émise par Bibliothèque et Archives Canada.",2015/015,2015/015,"TFC PRO 015, TFC COP 010, TFC DEM 025, TFC FEM 020","TFC PRO 015, TFC COP 010, TFC DEM 025, TFC FEM 020",,,20210050,20210050
