bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
CSPS PPU 015,"Public Service Learning, Training and Development - CSPS PPU 015","Apprentissage, formation et perfectionnement dans la fonction publique - EFPC PPU 015",CSPS PPU 015,EFPC PPU 015,"This bank describes information related to the provision and development of common learning to all public service employees. Personal information collected from learners, instructors, distinguished fellows, and visiting scholars may include: * name * employee identification number * contact information * employment details * employment equity and diversity information * functional limitations and accommodations * biographical information * official language * photographs or other image recordings * opinions or views about individuals * system usage metadata * professional development information, such as learning history, course progression, test results and evaluations.","Ce fichier décrit les renseignements relatifs à la prestation et au développement de l'apprentissage commun offert à tous les employés de la fonction publique. Les renseignements personnels recueillis auprès des apprenants, des instructeurs, des boursiers distingués et des chercheurs invités peuvent comprendre : * nom * numéro d'identification de l'employé(e) * coordonnées * renseignements sur l'emploi * renseignements sur l'équité en matière d'emploi et la diversité * limitations fonctionnelles et mesures d'adaptation * renseignements biographiques * langue officielle * photographies ou autres enregistrements d'images * opinions ou points de vue au sujet de personnes * métadonnées relatives à l'utilisation du système * renseignements sur le perfectionnement professionnel, tels que l'historique d'apprentissage, la progression dans les cours, les résultats aux tests et les évaluations.","Employees of the federal public service or of other governments and public sector institutions (federal, provincial, municipal, and international). This class may also include participants from the private (business) sector or other organizations who attend School-sponsored activities, as well as faculty, contract instructors, and guest speakers.","Employés de la fonction publique fédérale ou d'autres administrations et institutions du secteur public (fédérales, provinciales, municipales et internationales). Cette catégorie peut également comprendre des participants du secteur privé (entreprises) ou d'autres organisations qui prennent part à des activités parrainées par l'École, ainsi que des membres du corps professoral, des instructeurs contractuels et des conférenciers invités.",,,,,"Personal information is collected by the Canada School of Public Service for the purpose of acquiring, managing, maintaining, designing, operating, and delivering training and development programs for public sector employees. Personal information is collected under the authority of Sections 4 and 5 of the Canada School for Public Service Act.","Les renseignements personnels sont recueillis par l'École de la fonction publique du Canada aux fins de l'acquisition, de la gestion, du maintien, de la conception, de l'exploitation et de la prestation de programmes de formation et de perfectionnement destinés aux employés du secteur public.","Personal information may be shared with the learner's home department for administrative purposes, as described in [Training & Development (PSE 905)](https://www.canada.ca/en/treasury-board-secretariat/services/access-information-privacy/access-information/info-source/standard-personal-information-banks.html#pse905:~:text=Number%3A%20PSE%C2%A0902-,Training%20and%20Development,-Description%3A%20This). Personal information may be also be used: * for statistical, evaluation, and research purposes to support evidence-based decision-making, including the analysis of aggregated learning trends and the assessment of program effectiveness, as described in [Evaluation (PSU 942)](https://www.canada.ca/en/treasury-board-secretariat/services/access-information-privacy/access-information/info-source/standard-personal-information-banks.html#psu942:~:text=Number%3A%20PSU%20902-,Evaluation,-Description%3A%20This); * to support artificial intelligence and language models designed to improve user experience, support tailored learning services, and inform future course development; and/or * to link voluntary self-identification data to information contained in other banks ([PSE 918 Employment Equity and Diversity](https://www.canada.ca/en/treasury-board-secretariat/services/access-information-privacy/access-information/info-source/standard-personal-information-banks.html#pse918:~:text=Number%3A%20PSE%C2%A0901-,Employment%20Equity%20and%20Diversity,-Description%3A%20The)) for the purpose of implementing and evaluating government policies relating to employment equity, diversity and accommodation.","Les renseignements personnels peuvent être communiqués au ministère d'attache de l'apprenant à des fins administratives, comme il est décrit dans le fichier de renseignements personnels [Formation et perfectionnement (PSE 905)](https://www.canada.ca/fr/secretariat-conseil-tresor/services/acces-information-protection-renseignements-personnels/acces-information/info-source/fichiers-renseignements-personnels-ordinaires.html#poe905). Les renseignements personnels peuvent également être utilisés : * à des fins statistiques, d'évaluation et de recherche afin d'appuyer la prise de décisions fondées sur des données probantes, notamment pour analyser les tendances globales en matière d'apprentissage et évaluer l'efficacité des programmes, comme il est décrit dans le fichier [Évaluation (PSU 942)](https://www.canada.ca/fr/secretariat-conseil-tresor/services/acces-information-protection-renseignements-personnels/acces-information/info-source/fichiers-renseignements-personnels-ordinaires.html#pou942); * pour soutenir l'intelligence artificielle et les modèles linguistiques conçus pour améliorer l'expérience des utilisateurs, favoriser des services d'apprentissage adaptés et éclairer l'élaboration future des cours; et/ou * pour établir des liens entre les données d'auto-identification fournies volontairement et les renseignements contenus dans d'autres fichiers ([Équité en emploi et diversité (PSE 918)](https://www.canada.ca/fr/secretariat-conseil-tresor/services/acces-information-protection-renseignements-personnels/acces-information/info-source/fichiers-renseignements-personnels-ordinaires.html#poe918)) afin de mettre en œuvre et d'évaluer les politiques gouvernementales relatives à l'équité en matière d'emploi, à la diversité et aux mesures d'adaptation.","Personal information of learners and participants is kept in a unique profile and securely disposed of five years after a 30-year period from the account creation date. If additional administrative action occurs during this period, the five-year retention period resets from that date. Where appropriate, information may be anonymized and retained in aggregate form instead of being disposed of, to preserve the integrity of statistical information.","Les renseignements personnels des apprenants et des participants sont conservés dans un profil unique et sont détruits de manière sécurisée cinq ans après l'expiration d'une période de 30 ans suivant la date de création du compte. Si des mesures administratives supplémentaires sont prises au cours de cette période, la période de conservation de cinq ans recommence à courir à compter de cette date. Lorsque cela est approprié, les renseignements peuvent être anonymisés et conservés sous forme agrégée plutôt que d'être détruits, afin de préserver l'intégrité des données statistiques.",2022/002,2022/002,"CSPS 111, CSPS 112, CSPS 121, CSPS 122, CSPS 131, CSPS 132, CSPS 141, CSPS 142, CSPS 211, CSPS 221","EFPC 111, EFPC 112, EFPC 121, EFPC 122, EFPC 131, EFPC 132, EFPC 141, EFPC 142, EFPC 211, EFPC 221",,,006094,006094
