bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
CED PPU 138,Regional investment (grants and contributions),,CED PPU 138,,"Includes information relating to applications for financial assistance under special projects. This bank consists of the applicant’s profile and supporting documentation; the project’s description, costs, funding and analysis; and the recommendation of the Economic Development Agency of Canada for the Regions of Quebec and project implementation documentation.",,Non-profit organizations in the cultural sector.,,"These records have been archived, as the program is no longer being offered.",,,,"The purpose of this bank is to retain applications for funding under special projects and issues related to assessment, recommendation and implementation by Agency advisors. The bank also contains reference and statistical data.",,Information used for the grant to the Montreal Symphony Orchestra Endowment Fund.,,Records are retained for three years from the date of the last administrative action and are then transferred to Library and Archives Canada for three years.,,99/010,,CED 122 **TBS registration (SCT) :** 005303,,,,,
