bank_number_key,title_en,title_fr,bank_number_en,bank_number_fr,description_en,description_fr,class_of_individuals_en,class_of_individuals_fr,note_en,note_fr,social_insurance_number_en,social_insurance_number_fr,purpose_en,purpose_fr,consistent_uses_en,consistent_uses_fr,retention_and_disposal_standards_en,retention_and_disposal_standards_fr,rda_number_en,rda_number_fr,related_record_number_en,related_record_number_fr,last_updated_en,last_updated_fr,tbs_registration_en,tbs_registration_fr
SRCC PPU 001,1.2 Incident Case Files,,SRCC PPU 001,,"This bank describes information that is related to the administration, investigation, assessment, legal proceedings, and payment of claims submitted to the Ship Fund for damages or losses due to oil spills from ships or boats. Some information relates to measures taken for payment recovery (of the compensation paid to claimants from the Ship Fund) from the polluter, the IOPC Funds, or any other person responsible. The personal information may include names, contact information, biographical information, citizenship status, credit information, date of birth, date of death, financial information, other identification numbers (e.g., legal docket number, police incident number), signature and photographs, and personal views and opinions.",,"Persons who have submitted claims to the Ship Fund for loss, damages or costs incurred as a result of discharge of oil from a ship; shipowner; ship contact or guarantor or any other person responsible or contact thereof; any persons who have commenced legal proceedings against the suspected polluter, legal representative of individual or shipowner (e.g., lawyer, power of attorney), or witnesses.",,This personal information bank was updated in 2025.,,,,"Personal information is collected in various ways and used to process and investigate claims made regarding damages or losses due to oil spills from ships or boats, to assess compensation to claimants, and to administer cost recovery action to applicable shipowners and obtain views and opinions from counsel about potential legal action for cost recovery. This information is necessary for the Administrator to carry out his or her mandate under the *Marine Liability Act* (MLA).",,"In the case of legal proceedings, information will be shared between legal representatives and with the applicable municipal, provincial/territorial, federal court of law. Aggregate information is published in the Annual Report to Parliament on the operations of the Ship Fund. The aggregate information may also be used or disclosed for evaluation, research and/or statistical purposes.",,"Records will be retained for three years after the settlement of individual claims and the expiry of the appeal period, if any. Incident reports not resulting in a claim are kept for six years after the report is made, and general subject files are kept for five years after resolution. As per guidelines provided, some records are then transferred to Library and Archives Canada (LAC) as archival records.",,96/022,,SSOPF INC 001,,,,20090841,
